nama_gambar,mean,median,modus
3256_5_6_01172020_20_wrp.tiff,48.26290154762147,50.0,50
3256_5_6_01172020_80_wrp.tiff,74.74693942167207,79.0,79
3256_5_6_01282021_20_wrp.tiff,44.243054106491435,45.0,45
3256_5_6_01282021_80_wrp.tiff,74.21527117797928,77.0,77
3256_5_6_07262017_20_wrp.tiff,88.85845136363677,94.0,93
3256_5_6_07262017_80_wrp.tiff,74.12905601421234,77.0,77
3257_5_6_01282021_20_wrp.tiff,80.36850356666488,86.0,94
3257_5_6_01282021_80_wrp.tiff,99.04460135085908,106.0,107
3277_24_2_02242021_20_wrp.tiff,108.38576971692964,127.0,7
3277_24_2_02242021_80_wrp.tiff,120.60587505199133,137.0,14
3280_15_2_01142020_20_wrp.tiff,64.49839185317613,65.0,59
3280_15_2_01142020_80_wrp.tiff,114.39531184688288,118.0,115
3280_15_2_02182021_20_wrp.tiff,90.09899751422228,92.0,92
3280_15_2_02182021_80_wrp.tiff,129.56635411721555,134.0,134
3285_15_2_02182021_20_wrp.tiff,174.77762079262405,188.0,200
3285_15_2_02182021_80_wrp.tiff,208.72830146775277,227.0,255
3286_15_2_02182021_20_wrp.tiff,153.01014043142106,163.0,188
3286_15_2_02182021_80_wrp.tiff,202.98207478750317,221.0,255
3298_15_2_01142020_20_wrp.tiff,119.60626882937251,126.0,134
3298_15_2_01142020_80_wrp.tiff,191.75568353756245,206.0,255
3305_15_2_01142020_20_wrp.tiff,65.34438667478153,67.0,68
3305_15_2_01142020_80_wrp.tiff,118.90217878061333,123.0,127
3305_15_2_02182021_20_wrp.tiff,103.11298746020844,108.0,115
3305_15_2_02182021_80_wrp.tiff,137.28520505363323,143.0,148
3311_15_2_01142020_20_wrp.tiff,84.20390348880444,87.0,103
3311_15_2_01142020_80_wrp.tiff,136.66456665769542,142.0,165
3315_15_2_01142020_20_wrp.tiff,95.32741076799051,103.0,116
3315_15_2_01142020_80_wrp.tiff,154.55540710226907,164.0,183
3315_15_2_02182021_20_wrp.tiff,121.39779184700947,132.0,146
3315_15_2_02182021_80_wrp.tiff,163.97731289539502,174.0,255
3327_34_10_03142016_20_wrp.tiff,71.0880567730456,73.0,69
3327_34_10_03142016_80_wrp.tiff,115.797804095124,120.0,118
3333_34_10_03142016_20_wrp.tiff,78.04040102670447,82.0,80
3333_34_10_03142016_80_wrp.tiff,119.24976133290721,126.0,132
3339_34_10_03142016_20_wrp.tiff,71.95446671066821,75.0,73
3339_34_10_03142016_80_wrp.tiff,119.17588194728121,127.0,128
3340_34_8_03142016_20_wrp.tiff,122.57436389801944,126.0,132
3340_34_8_03142016_80_wrp.tiff,96.79536858930713,99.0,100
3346_34_8_03152016_20_wrp.tiff,117.42541353196935,129.0,141
3346_34_8_03152016_80_wrp.tiff,98.86599202277607,104.0,112
3353_34_8_03152016_20_wrp.tiff,117.63715667706805,127.0,134
3353_34_8_03152016_80_wrp.tiff,100.48103491131958,103.0,104
3354_36_6_03152016_20_wrp.tiff,156.30795074593098,169.0,171
3354_36_6_03152016_80_wrp.tiff,173.47363545867103,188.0,191
3358_36_6_03152016_20_wrp.tiff,160.52087616116307,173.0,166
3358_36_6_03152016_80_wrp.tiff,177.97646435123326,193.0,191
3359_36_4_03162016_20_wrp.tiff,157.11518491205072,164.0,163
3359_36_4_03162016_80_wrp.tiff,150.14671399539392,159.0,160
3360_36_4_03162016_20_wrp.tiff,153.96227965477837,162.0,165
3360_36_4_03162016_80_wrp.tiff,155.00351324745165,164.0,165
3366_36_5_03162016_20_wrp.tiff,150.41324051890598,157.0,152
3366_36_5_03162016_80_wrp.tiff,145.9817335761885,154.0,155
3371_36_7_03182016_20_wrp.tiff,74.1807094757995,76.0,94
3371_36_7_03182016_80_wrp.tiff,128.733397412509,134.0,146
3373_36_7_03162016_20_wrp.tiff,105.76876516227256,108.0,98
3373_36_7_03162016_80_wrp.tiff,121.12716011007285,124.0,118
3375_36_5_03162016_20_wrp.tiff,149.67025768393495,158.0,168
3375_36_5_03162016_80_wrp.tiff,145.86588956472946,155.0,160
3381_34_4_03172016_20_wrp.tiff,97.16474776184437,106.0,114
3381_34_4_03172016_80_wrp.tiff,163.42549559888653,176.0,255
3382_34_4_03172016_20_wrp.tiff,105.44061967522609,116.0,126
3382_34_4_03172016_80_wrp.tiff,109.47788099967573,117.0,122
3383_34_4_03172016_20_wrp.tiff,113.7458021639309,113.0,95
3383_34_4_03172016_80_wrp.tiff,113.0247872784805,116.0,122
3384_34_4_03172016_20_wrp.tiff,112.04422447745812,115.0,104
3384_34_4_03172016_80_wrp.tiff,116.97703215177832,122.0,124
3387_34_4_03172016_20_wrp.tiff,109.49169927724796,115.0,118
3387_34_4_03172016_80_wrp.tiff,112.37221455616948,118.0,123
3388_34_4_03172016_20_wrp.tiff,119.83101513640386,122.0,117
3388_34_4_03172016_80_wrp.tiff,118.096970798524,123.0,123
3389_34_4_03172016_20_wrp.tiff,120.19550016421664,122.0,122
3389_34_4_03172016_80_wrp.tiff,127.85781278216203,130.0,131
3393_34_4_03172016_20_wrp.tiff,107.01356318427088,116.0,126
3393_34_4_03172016_80_wrp.tiff,105.54897547852528,113.0,122
3394_30_1_03182016_20_wrp.tiff,116.15781676620912,121.0,124
3394_30_1_03182016_80_wrp.tiff,144.17682589880434,151.0,159
3395_30_1_03182016_20_wrp.tiff,120.66184182371714,125.0,125
3395_30_1_03182016_80_wrp.tiff,146.90168533828634,155.0,160
3396_30_1_04042016_20_wrp.tiff,119.1214060222045,123.0,122
3396_30_1_04042016_80_wrp.tiff,111.13179881815739,115.0,118
3399_24_3_03012021_20_wrp.tiff,129.76951478784056,137.0,141
3399_24_3_03012021_80_wrp.tiff,98.68369833437431,103.0,101
3400_24_3_03012021_20_wrp.tiff,120.93140056578457,139.0,146
3400_24_3_03012021_80_wrp.tiff,110.46954514831961,125.0,127
3401_24_3_03012021_20_wrp.tiff,101.42042126536144,115.0,8
3401_24_3_03012021_80_wrp.tiff,90.51911081201717,101.0,103
3402_24_3_03012021_20_wrp.tiff,109.43729824645754,126.0,129
3402_24_3_03012021_80_wrp.tiff,94.78934595135873,106.0,108
3404_24_3_03012021_20_wrp.tiff,114.45690056665103,132.0,138
3404_24_3_03012021_80_wrp.tiff,98.9440476762408,111.0,116
3411_30_1_03182016_20_wrp.tiff,120.11338763754338,120.0,118
3411_30_1_03182016_80_wrp.tiff,128.46475042584342,129.0,126
3413_38_4_01292021_20_wrp.tiff,81.2722248994707,93.0,4
3413_38_4_01292021_80_wrp.tiff,107.76581215689197,120.0,6
3416_38_4_01292021_20_wrp.tiff,86.04728532884478,98.0,5
3416_38_4_01292021_80_wrp.tiff,113.2045789747271,128.0,7
3417_38_4_01292021_20_wrp.tiff,75.05386641901406,85.0,3
3417_38_4_01292021_80_wrp.tiff,102.30032764521783,117.0,5
3420_38_4_01292021_20_wrp.tiff,71.68123483623506,81.0,4
3420_38_4_01292021_80_wrp.tiff,103.58435619036271,118.0,7
3427_38_4_01292021_20_wrp.tiff,90.395946212894,103.0,5
3427_38_4_01292021_80_wrp.tiff,115.98402003713522,131.0,8
3436_38_4_01292021_20_wrp.tiff,81.27591219076548,92.0,4
3436_38_4_01292021_80_wrp.tiff,106.23148385553301,120.0,5
3441_38_4_01292021_20_wrp.tiff,79.07875470083438,91.0,3
3441_38_4_01292021_80_wrp.tiff,103.74746007611105,118.0,4
3452_38_4_01292021_20_wrp.tiff,89.43669601733625,102.0,4
3452_38_4_01292021_80_wrp.tiff,115.10555258463884,131.0,5
3453_38_4_01292021_20_wrp.tiff,89.58323810209657,102.0,4
3453_38_4_01292021_80_wrp.tiff,112.03062370693085,127.0,8
3456_38_4_01292021_20_wrp.tiff,82.12031878038339,94.0,98
3456_38_4_01292021_80_wrp.tiff,109.48145067666891,124.0,5
3457_38_4_01292021_20_wrp.tiff,89.45760928799318,101.0,5
3457_38_4_01292021_80_wrp.tiff,112.85572037928779,128.0,7
3458_38_4_01292021_20_wrp.tiff,83.19737324608455,95.0,3
3458_38_4_01292021_80_wrp.tiff,109.88945517837001,125.0,5
3459_38_4_01292021_20_wrp.tiff,99.2119218968631,114.0,4
3459_38_4_01292021_80_wrp.tiff,123.34113274565784,141.0,5
3463_38_4_01292021_20_wrp.tiff,94.1834369343649,107.0,5
3463_38_4_01292021_80_wrp.tiff,117.90988682975043,133.0,8
3465_38_4_01292021_20_wrp.tiff,90.09849767704938,103.0,4
3465_38_4_01292021_80_wrp.tiff,117.67727610105075,133.0,8
3471_38_4_01292021_20_wrp.tiff,87.32879770760839,97.0,5
3471_38_4_01292021_80_wrp.tiff,120.32795250515439,135.0,8
3500_24_2_02262021_20_wrp.tiff,107.12226727203888,127.0,7
3500_24_2_02262021_80_wrp.tiff,119.84157645710323,136.0,14
3501_24_2_02262021_20_wrp.tiff,101.72797739053824,119.0,7
3501_24_2_02262021_80_wrp.tiff,113.59796248488946,129.0,13
3501_24_2_08172016_20_wrp.tiff,118.00454292717218,124.0,124
3501_24_2_08172016_80_wrp.tiff,135.2878222466648,139.0,132
3502_24_2_02262021_20_wrp.tiff,107.78677772720819,127.0,130
3502_24_2_02262021_80_wrp.tiff,119.32710963397784,136.0,13
3503_24_2_02242021_20_wrp.tiff,94.47531108111424,109.0,6
3503_24_2_02242021_80_wrp.tiff,104.44632659426514,118.0,12
3504_24_2_02262021_20_wrp.tiff,108.51685574580183,128.0,7
3504_24_2_02262021_80_wrp.tiff,121.37578688321439,138.0,14
3534_15_1_01142020_20_wrp.tiff,103.43584540354534,110.0,116
3534_15_1_01142020_80_wrp.tiff,158.54472131876486,170.0,178
3534_15_1_02182021_20_wrp.tiff,82.50296137215821,91.0,4
3534_15_1_02182021_80_wrp.tiff,115.82955945528153,129.0,7
3536_15_1_02182021_20_wrp.tiff,65.43023271944604,64.0,3
3536_15_1_02182021_80_wrp.tiff,97.84968836613473,97.0,6
3538_15_1_01142020_20_wrp.tiff,99.24972152791548,106.0,109
3538_15_1_01142020_80_wrp.tiff,152.75047443214123,165.0,174
3538_15_1_02182021_20_wrp.tiff,123.64442973080614,134.0,141
3538_15_1_02182021_80_wrp.tiff,153.7282739801382,165.0,173
3545_15_1_01142020_20_wrp.tiff,106.43419844183111,114.0,119
3545_15_1_01142020_80_wrp.tiff,161.76235624332242,174.0,180
3545_15_1_02182021_20_wrp.tiff,95.60940330443935,107.0,5
3545_15_1_02182021_80_wrp.tiff,131.396621538431,147.0,8
3547_15_1_01142020_20_wrp.tiff,44.821454427999015,38.0,12
3547_15_1_01142020_80_wrp.tiff,89.30183504896647,85.0,42
3548_15_1_02182021_20_wrp.tiff,75.13541513858017,81.0,4
3548_15_1_02182021_80_wrp.tiff,109.18356058639756,119.0,6
3549_15_1_01142020_20_wrp.tiff,44.56316083263912,41.0,26
3549_15_1_01142020_80_wrp.tiff,89.82767760629055,87.0,65
3549_15_1_02182021_20_wrp.tiff,64.89216897287642,69.0,4
3549_15_1_02182021_80_wrp.tiff,94.92300447298825,102.0,6
3551_15_1_01142020_20_wrp.tiff,52.68765861235749,52.0,41
3551_15_1_01142020_80_wrp.tiff,98.29938703332361,101.0,120
3554_15_1_02182021_20_wrp.tiff,72.50393992287967,73.0,4
3554_15_1_02182021_80_wrp.tiff,96.41058536494143,100.0,6
3555_15_1_01142020_20_wrp.tiff,55.008423535813556,55.0,75
3555_15_1_01142020_80_wrp.tiff,103.99110800450477,108.0,127
3555_15_1_02182021_20_wrp.tiff,67.8503845049027,73.0,4
3555_15_1_02182021_80_wrp.tiff,101.2260203032984,110.0,6
3555_15_1_05302017_80_wrp.tiff,77.66064378029341,81.0,99
3558_15_1_01142020_20_wrp.tiff,54.19012553336205,54.0,66
3558_15_1_01142020_80_wrp.tiff,93.37837185420503,96.0,100
3558_15_1_02182021_20_wrp.tiff,64.27292280314066,69.0,3
3558_15_1_02182021_80_wrp.tiff,93.9502489413815,103.0,6
3600_24_4_02242021_20_wrp.tiff,74.55509213080069,84.0,7
3600_24_4_02242021_80_wrp.tiff,96.13089741753444,107.0,108
3602_24_4_02242021_20_wrp.tiff,83.43790751472596,96.0,97
3602_24_4_02242021_80_wrp.tiff,111.0220853434272,125.0,130
3602_24_4_05172017_80_wrp.tiff,181.94654171904708,192.0,193
3603_24_4_02242021_20_wrp.tiff,87.08443687348155,99.0,108
3603_24_4_02242021_80_wrp.tiff,113.98040576958412,128.0,136
3604_24_4_02242021_20_wrp.tiff,87.10993429821642,101.0,107
3604_24_4_02242021_80_wrp.tiff,112.89039918281226,128.0,132
3607_24_4_02242021_20_wrp.tiff,97.48831793069206,111.0,119
3607_24_4_02242021_80_wrp.tiff,123.35761369745158,138.0,145
3608_24_4_02242021_20_wrp.tiff,85.73292256180969,95.0,8
3608_24_4_02242021_80_wrp.tiff,111.40859751740471,122.0,25
3609_24_4_02242021_20_wrp.tiff,90.40168157113868,104.0,114
3609_24_4_02242021_80_wrp.tiff,120.21747295271696,136.0,142
3610_24_4_02242021_20_wrp.tiff,75.64086240300196,86.0,7
3610_24_4_02242021_80_wrp.tiff,98.68282449091966,111.0,116
3611_24_4_02242021_20_wrp.tiff,91.61877289269472,105.0,9
3611_24_4_02242021_80_wrp.tiff,117.54869391939685,132.0,27
3611_24_4_05172017_80_wrp.tiff,136.91095210923132,144.0,141
3625_25_4_01202020_20_wrp.tiff,113.5605333551459,121.0,125
3625_25_4_01202020_80_wrp.tiff,170.4378005610057,183.0,255
3625_25_4_02082021_20_wrp.tiff,109.25720016009126,117.0,122
3625_25_4_02082021_80_wrp.tiff,165.16692796296695,176.0,255
3626_25_4_01202020_20_wrp.tiff,113.37245801274189,122.0,134
3626_25_4_01202020_80_wrp.tiff,170.06084525701107,179.0,255
3626_25_4_02082021_20_wrp.tiff,109.48075252233484,117.0,127
3626_25_4_02082021_80_wrp.tiff,164.45749264921676,173.0,255
3628_25_4_01202020_20_wrp.tiff,110.60934206857054,118.0,134
3628_25_4_01202020_80_wrp.tiff,159.8925852471904,170.0,190
3635_25_4_01202020_20_wrp.tiff,106.24334560403202,111.0,142
3635_25_4_01202020_80_wrp.tiff,154.05306409413834,159.0,187
3635_25_4_02082021_20_wrp.tiff,102.8578393062487,107.0,138
3635_25_4_02082021_80_wrp.tiff,148.44830924692144,153.0,183
3637_25_4_01202020_20_wrp.tiff,114.16250444622891,121.0,123
3637_25_4_01202020_80_wrp.tiff,166.73132761712606,177.0,255
3639_25_4_02082021_20_wrp.tiff,106.09690656840675,113.0,128
3639_25_4_02082021_80_wrp.tiff,153.160847544993,161.0,176
3640_25_4_01202020_20_wrp.tiff,114.32462576695595,120.0,133
3640_25_4_01202020_80_wrp.tiff,162.4242407138976,173.0,255
3640_25_4_02082021_20_wrp.tiff,108.59543875235642,115.0,129
3640_25_4_02082021_80_wrp.tiff,157.26070277150626,167.0,192
3646_5_6_01172020_20_wrp.tiff,83.30526534719213,93.0,95
3646_5_6_01172020_80_wrp.tiff,105.62817159530019,116.0,118
3646_5_6_01282021_20_wrp.tiff,84.39494712108745,93.0,96
3646_5_6_01282021_80_wrp.tiff,104.16015811396097,113.0,115
3647_5_6_01172020_20_wrp.tiff,84.80275650838864,92.0,98
3647_5_6_01172020_80_wrp.tiff,103.79794877958915,112.0,114
3647_5_6_01282021_20_wrp.tiff,81.40082877317224,89.0,95
3647_5_6_01282021_80_wrp.tiff,101.38536248075027,109.0,112
3648_5_6_01282021_20_wrp.tiff,83.21377816131006,89.0,90
3648_5_6_01282021_80_wrp.tiff,103.87751400860111,111.0,112
3650_5_6_01172020_20_wrp.tiff,90.3563663577252,98.0,99
3650_5_6_01172020_80_wrp.tiff,109.807839141067,118.0,120
3652_5_6_01172020_20_wrp.tiff,92.77491640034125,100.0,101
3652_5_6_01172020_80_wrp.tiff,110.79728315317458,119.0,120
3652_5_6_01282021_20_wrp.tiff,88.94619951068114,96.0,96
3652_5_6_01282021_80_wrp.tiff,107.70552023319324,115.0,116
3657_5_6_01172020_20_wrp.tiff,87.02973937611293,92.0,89
3657_5_6_01172020_80_wrp.tiff,106.33990171973014,114.0,116
3657_5_6_01282021_20_wrp.tiff,83.89833696501368,89.0,98
3657_5_6_01282021_80_wrp.tiff,102.66202145064493,110.0,112
3659_5_6_01172020_20_wrp.tiff,87.65627438221718,95.0,99
3659_5_6_01172020_80_wrp.tiff,106.58717096710896,115.0,116
3659_5_6_01282021_20_wrp.tiff,85.05659242225802,92.0,98
3659_5_6_01282021_80_wrp.tiff,103.97977979768328,112.0,114
3666_5_6_01172020_20_wrp.tiff,82.18508792332275,88.0,101
3666_5_6_01172020_80_wrp.tiff,102.09202103612442,110.0,116
3666_5_6_01282021_20_wrp.tiff,80.08975650342656,86.0,99
3666_5_6_01282021_80_wrp.tiff,100.6715224286235,108.0,114
3675_5_5_01172020_20_wrp.tiff,69.66287721551969,72.0,67
3675_5_5_01172020_80_wrp.tiff,99.39083163877542,105.0,109
3675_5_5_02022021_20_wrp.tiff,61.827044170917105,61.0,54
3675_5_5_02022021_80_wrp.tiff,92.43955834551743,96.0,89
3676_5_5_01172020_20_wrp.tiff,72.85383898015817,77.0,80
3676_5_5_01172020_80_wrp.tiff,104.42058449674892,112.0,114
3680_5_5_01172020_20_wrp.tiff,69.33769703161488,73.0,76
3680_5_5_01172020_80_wrp.tiff,99.58679943553813,106.0,109
3680_5_5_02022021_20_wrp.tiff,60.28765618060732,62.0,64
3680_5_5_02022021_80_wrp.tiff,91.7944231227005,97.0,100
3684_5_5_02022021_20_wrp.tiff,56.66469064929769,59.0,64
3684_5_5_02022021_80_wrp.tiff,85.79456249429501,91.0,96
3685_5_5_01172020_20_wrp.tiff,65.5317229097414,69.0,74
3685_5_5_01172020_80_wrp.tiff,96.13666359553247,102.0,106
3685_5_5_02022021_20_wrp.tiff,55.77000944557883,57.0,51
3685_5_5_02022021_80_wrp.tiff,85.53251241828583,90.0,91
3687_5_5_01172020_20_wrp.tiff,75.49823470154651,81.0,90
3687_5_5_01172020_80_wrp.tiff,104.39423206175414,112.0,119
3689_5_5_01172020_20_wrp.tiff,68.82782187905735,73.0,74
3689_5_5_01172020_80_wrp.tiff,98.67403612312206,106.0,110
3689_5_5_02022021_20_wrp.tiff,59.080662566907776,62.0,65
3689_5_5_02022021_80_wrp.tiff,89.59826349243048,95.0,100
3690_5_5_01172020_20_wrp.tiff,76.62095611446473,81.0,80
3690_5_5_01172020_80_wrp.tiff,105.36405102066594,113.0,116
3690_5_5_02022021_20_wrp.tiff,72.02428561228507,76.0,81
3690_5_5_02022021_80_wrp.tiff,102.41867849698575,109.0,111
3693_5_5_01172020_20_wrp.tiff,71.26254342693503,76.0,81
3693_5_5_01172020_80_wrp.tiff,101.36297116800795,108.0,112
3693_5_5_02022021_20_wrp.tiff,63.82138995519331,66.0,66
