nama_gambar,mean,median,modus,mean_relative
3249_25_3_01202020_80_wrp.tiff,157.65123869510583,167.0,255,0.6182401517430887
3249_25_3_02082021_20_wrp.tiff,128.10550494351824,137.0,144,0.5545692854673753
3249_25_3_02082021_80_wrp.tiff,154.94383378292412,164.0,255,0.6076228775777117
3249_25_3_08012017_20_wrp.tiff,51.97369242263555,54.0,51,0.3021726303624034
3249_25_3_08012017_80_wrp.tiff,64.74743544085436,67.0,71,0.34998613751623986
3253_25_4_01202020_20_wrp.tiff,133.61568439244257,143.0,150,0.5912198424418201
3253_25_4_01202020_80_wrp.tiff,195.59563672204158,212.0,255,0.7670417126324491
3253_25_4_02082021_20_wrp.tiff,134.28208267553788,143.0,154,0.5889565029603023
3253_25_4_02082021_80_wrp.tiff,193.8387666711073,210.0,255,0.7601520261582241
3253_25_4_08012017_20_wrp.tiff,88.12113448869336,95.0,100,0.4495976249400192
3253_25_4_08012017_80_wrp.tiff,137.68285391158477,146.0,156,0.53993276043547
3254_25_4_01202020_20_wrp.tiff,124.82539147844638,133.0,140,0.5699789565199835
3254_25_4_01202020_80_wrp.tiff,189.65365914119016,205.0,255,0.7437398397664566
3254_25_4_02082021_20_wrp.tiff,123.31517980468045,131.0,140,0.5656659624041963
3254_25_4_02082021_80_wrp.tiff,188.4329867375014,203.0,255,0.7389528891637743
3254_25_4_08012017_20_wrp.tiff,81.67977701922433,87.0,89,0.43216813237456175
3254_25_4_08012017_80_wrp.tiff,131.5774092732389,140.0,154,0.5159898402851879
3255_5_6_01172020_20_wrp.tiff,48.73662113459296,52.0,54,0.3046038820893022
3255_5_6_01172020_80_wrp.tiff,74.88412684501715,80.0,82,0.42307416296380834
3255_5_6_01282021_20_wrp.tiff,43.73740485625928,46.0,48,0.27681901807583836
3255_5_6_01282021_80_wrp.tiff,72.6273699511397,76.0,78,0.4247214617000876
3255_5_6_07262017_20_wrp.tiff,87.83413721643421,94.0,98,0.4697012685345696
3255_5_6_07262017_80_wrp.tiff,131.61862630402425,141.0,146,0.560079260865805
3256_5_6_01172020_20_wrp.tiff,48.26290154762147,50.0,50,0.30354026130388634
3256_5_6_01172020_80_wrp.tiff,74.74693942167207,79.0,79,0.4199266259620907
3256_5_6_01282021_20_wrp.tiff,44.243054106491435,45.0,45,0.28180289239623973
3256_5_6_01282021_80_wrp.tiff,74.21527117797928,77.0,77,0.42652454699742964
3256_5_6_07262017_20_wrp.tiff,88.85845136363677,94.0,93,0.4803159533143593
3256_5_6_07262017_80_wrp.tiff,74.12905601421234,77.0,77,0.41645537086402185
3257_5_6_01282021_20_wrp.tiff,80.36850356666488,86.0,94,0.4391721506351132
3257_5_6_01282021_80_wrp.tiff,99.04460135085908,106.0,107,0.5158572986997043
3277_24_2_02242021_20_wrp.tiff,108.38576971692964,127.0,7,0.5339200478640184
3277_24_2_02242021_80_wrp.tiff,120.60587505199133,137.0,14,0.5557874426333436
3280_15_2_01142020_20_wrp.tiff,64.49839185317613,65.0,59,0.3505347383305739
3280_15_2_01142020_80_wrp.tiff,114.39531184688288,118.0,115,0.4503752434898918
3280_15_2_02182021_20_wrp.tiff,90.09899751422228,92.0,92,0.45504544198872343
3280_15_2_02182021_80_wrp.tiff,129.56635411721555,134.0,134,0.5081033494772841
3285_15_2_02182021_20_wrp.tiff,174.77762079262405,188.0,200,0.6854024344781908
3285_15_2_02182021_80_wrp.tiff,208.72830146775277,227.0,255,0.8185423586938597
3286_15_2_02182021_20_wrp.tiff,153.01014043142106,163.0,188,0.6071830969476741
3286_15_2_02182021_80_wrp.tiff,202.98207478750317,221.0,255,0.7960081364184595
3298_15_2_01142020_20_wrp.tiff,119.60626882937251,126.0,134,0.5222981171565512
3298_15_2_01142020_80_wrp.tiff,191.75568353756245,206.0,255,0.7519830726933744
3305_15_2_01142020_20_wrp.tiff,65.34438667478153,67.0,68,0.34573749563193545
3305_15_2_01142020_80_wrp.tiff,118.90217878061333,123.0,127,0.46628305403979237
3305_15_2_02182021_20_wrp.tiff,103.11298746020844,108.0,115,0.48868714435886146
3305_15_2_02182021_80_wrp.tiff,137.28520505363323,143.0,148,0.5383733531493916
3311_15_2_01142020_20_wrp.tiff,84.20390348880444,87.0,103,0.4210195174419171
3311_15_2_01142020_80_wrp.tiff,136.66456665769542,142.0,165,0.5359394770868999
3315_15_2_01142020_20_wrp.tiff,95.32741076799051,103.0,116,0.46729122925256483
3315_15_2_01142020_80_wrp.tiff,154.55540710226907,164.0,183,0.606099635692796
3315_15_2_02182021_20_wrp.tiff,121.39779184700947,132.0,146,0.53715837100209
3315_15_2_02182021_80_wrp.tiff,163.97731289539502,174.0,255,0.6430482858617724
3327_34_10_03142016_20_wrp.tiff,71.0880567730456,73.0,69,0.3801500362174623
3327_34_10_03142016_80_wrp.tiff,115.797804095124,120.0,118,0.5216117301558666
3333_34_10_03142016_20_wrp.tiff,78.04040102670447,82.0,80,0.4173283477341559
3333_34_10_03142016_80_wrp.tiff,119.24976133290721,126.0,132,0.5546500527086166
3339_34_10_03142016_20_wrp.tiff,71.95446671066821,75.0,73,0.3847832444400184
3339_34_10_03142016_80_wrp.tiff,119.17588194728121,127.0,128,0.52270123660859
3340_34_8_03142016_20_wrp.tiff,122.57436389801944,126.0,132,0.4844836517689129
3340_34_8_03142016_80_wrp.tiff,96.79536858930713,99.0,100,0.3825903896795437
3346_34_8_03152016_20_wrp.tiff,117.42541353196935,129.0,141,0.510545276223734
3346_34_8_03152016_80_wrp.tiff,98.86599202277607,104.0,112,0.41540332782504485
3353_34_8_03152016_20_wrp.tiff,117.63715667706805,127.0,134,0.5092517605045835
3353_34_8_03152016_80_wrp.tiff,100.48103491131958,103.0,104,0.3987342655195272
3354_36_6_03152016_20_wrp.tiff,156.30795074593098,169.0,171,0.6885812808160459
3354_36_6_03152016_80_wrp.tiff,173.47363545867103,188.0,191,0.6802887665019245
3358_36_6_03152016_20_wrp.tiff,160.52087616116307,173.0,166,0.6660617268070416
3358_36_6_03152016_80_wrp.tiff,177.97646435123326,193.0,191,0.6979469190217071
3359_36_4_03162016_20_wrp.tiff,157.11518491205072,164.0,163,0.6161379800448415
3359_36_4_03162016_80_wrp.tiff,150.14671399539392,159.0,160,0.5888106431168828
3360_36_4_03162016_20_wrp.tiff,153.96227965477837,162.0,165,0.6037736457026455
3360_36_4_03162016_80_wrp.tiff,155.00351324745165,164.0,165,0.6078569146935051
3366_36_5_03162016_20_wrp.tiff,150.41324051890598,157.0,152,0.6016529620732173
3366_36_5_03162016_80_wrp.tiff,145.9817335761885,154.0,155,0.5724773865710433
3371_36_7_03182016_20_wrp.tiff,74.1807094757995,76.0,94,0.4144173713708664
3371_36_7_03182016_80_wrp.tiff,128.733397412509,134.0,146,0.5597104235302143
3373_36_7_03162016_20_wrp.tiff,105.76876516227256,108.0,98,0.5368972850849526
3373_36_7_03162016_80_wrp.tiff,121.12716011007285,124.0,118,0.5176374363656205
3375_36_5_03162016_20_wrp.tiff,149.67025768393495,158.0,168,0.6035091035618203
3375_36_5_03162016_80_wrp.tiff,145.86588956472946,155.0,160,0.5765450180401301
3381_34_4_03172016_20_wrp.tiff,97.16474776184437,106.0,114,0.46939491672161826
3381_34_4_03172016_80_wrp.tiff,163.42549559888653,176.0,255,0.6408842964637085
3382_34_4_03172016_20_wrp.tiff,105.44061967522609,116.0,126,0.5069260561284575
3382_34_4_03172016_80_wrp.tiff,109.47788099967573,117.0,122,0.5188525165836819
3383_34_4_03172016_20_wrp.tiff,113.7458021639309,113.0,95,0.512368478213597
3383_34_4_03172016_80_wrp.tiff,113.0247872784805,116.0,122,0.5160949190774631
3384_34_4_03172016_20_wrp.tiff,112.04422447745812,115.0,104,0.5465571925703003
3384_34_4_03172016_80_wrp.tiff,116.97703215177832,122.0,124,0.5543935173043788
3387_34_4_03172016_20_wrp.tiff,109.49169927724796,115.0,118,0.5341058501303115
3387_34_4_03172016_80_wrp.tiff,112.37221455616948,118.0,123,0.5275690824208541
3388_34_4_03172016_20_wrp.tiff,119.83101513640386,122.0,117,0.5522166596122196
3388_34_4_03172016_80_wrp.tiff,118.096970798524,123.0,123,0.5760827843802337
3389_34_4_03172016_20_wrp.tiff,120.19550016421664,122.0,122,0.541421171908447
3389_34_4_03172016_80_wrp.tiff,127.85781278216203,130.0,131,0.5053668489393545
3393_34_4_03172016_20_wrp.tiff,107.01356318427088,116.0,126,0.49543316288784933
3393_34_4_03172016_80_wrp.tiff,105.54897547852528,113.0,122,0.5002321112702609
3394_30_1_03182016_20_wrp.tiff,116.15781676620912,121.0,124,0.4721862470151908
3394_30_1_03182016_80_wrp.tiff,144.17682589880434,151.0,159,0.5653993172479959
3395_30_1_03182016_20_wrp.tiff,120.66184182371714,125.0,125,0.513454646056186
3395_30_1_03182016_80_wrp.tiff,146.90168533828634,155.0,160,0.5760850405400403
3396_30_1_04042016_20_wrp.tiff,119.1214060222045,123.0,122,0.5365829100075131
3396_30_1_04042016_80_wrp.tiff,111.13179881815739,115.0,118,0.43752676699889714
3399_24_3_03012021_20_wrp.tiff,129.76951478784056,137.0,141,0.6150213970958557
3399_24_3_03012021_80_wrp.tiff,98.68369833437431,103.0,101,0.5009324788521492
3400_24_3_03012021_20_wrp.tiff,120.93140056578457,139.0,146,0.5350946927665906
3400_24_3_03012021_80_wrp.tiff,110.46954514831961,125.0,127,0.5285624169750768
3401_24_3_03012021_20_wrp.tiff,101.42042126536144,115.0,8,0.5227856766228797
3401_24_3_03012021_80_wrp.tiff,90.51911081201717,101.0,103,0.4789370942409431
3402_24_3_03012021_20_wrp.tiff,109.43729824645754,126.0,129,0.5338404792484084
3402_24_3_03012021_80_wrp.tiff,94.78934595135873,106.0,108,0.4936945101607554
3404_24_3_03012021_20_wrp.tiff,114.45690056665103,132.0,138,0.5529318867927444
3404_24_3_03012021_80_wrp.tiff,98.9440476762408,111.0,116,0.5126634594597314
3411_30_1_03182016_20_wrp.tiff,120.11338763754338,120.0,118,0.4710328926944014
3411_30_1_03182016_80_wrp.tiff,128.46475042584342,129.0,126,0.5037833350013319
3413_38_4_01292021_20_wrp.tiff,81.2722248994707,93.0,4,0.43001177195259627
3413_38_4_01292021_80_wrp.tiff,107.76581215689197,120.0,6,0.5181048661364128
3416_38_4_01292021_20_wrp.tiff,86.04728532884478,98.0,5,0.4481629444187324
3416_38_4_01292021_80_wrp.tiff,113.2045789747271,128.0,7,0.5216800874387346
3417_38_4_01292021_20_wrp.tiff,75.05386641901406,85.0,3,0.3868756000960164
3417_38_4_01292021_80_wrp.tiff,102.30032764521783,117.0,5,0.5039425007128764
3420_38_4_01292021_20_wrp.tiff,71.68123483623506,81.0,4,0.3752944232243967
3420_38_4_01292021_80_wrp.tiff,103.58435619036271,118.0,7,0.4840390476162555
3427_38_4_01292021_20_wrp.tiff,90.395946212894,103.0,5,0.4659584856310724
3427_38_4_01292021_80_wrp.tiff,115.98402003713522,131.0,8,0.5419814020401553
3436_38_4_01292021_20_wrp.tiff,81.27591219076548,92.0,4,0.4233120426580322
3436_38_4_01292021_80_wrp.tiff,106.23148385553301,120.0,5,0.4987393608217572
3441_38_4_01292021_20_wrp.tiff,79.07875470083438,91.0,3,0.42515459516349047
3441_38_4_01292021_80_wrp.tiff,103.74746007611105,118.0,4,0.5110712318995073
3452_38_4_01292021_20_wrp.tiff,89.43669601733625,102.0,4,0.46340257003561064
3452_38_4_01292021_80_wrp.tiff,115.10555258463884,131.0,5,0.5455239458961769
3453_38_4_01292021_20_wrp.tiff,89.58323810209657,102.0,4,0.4617692685651279
3453_38_4_01292021_80_wrp.tiff,112.03062370693085,127.0,8,0.5360316923750948
3456_38_4_01292021_20_wrp.tiff,82.12031878038339,94.0,98,0.43914608973232216
3456_38_4_01292021_80_wrp.tiff,109.48145067666891,124.0,5,0.5340558569567554
3457_38_4_01292021_20_wrp.tiff,89.45760928799318,101.0,5,0.45875697070530475
3457_38_4_01292021_80_wrp.tiff,112.85572037928779,128.0,7,0.5249103273430832
3458_38_4_01292021_20_wrp.tiff,83.19737324608455,95.0,3,0.44019774204044637
3458_38_4_01292021_80_wrp.tiff,109.88945517837001,125.0,5,0.5232831198945083
3459_38_4_01292021_20_wrp.tiff,99.2119218968631,114.0,4,0.5481321651730109
3459_38_4_01292021_80_wrp.tiff,123.34113274565784,141.0,5,0.55810467305475
3463_38_4_01292021_20_wrp.tiff,94.1834369343649,107.0,5,0.4732836026828725
3463_38_4_01292021_80_wrp.tiff,117.90988682975043,133.0,8,0.535954031041884
3465_38_4_01292021_20_wrp.tiff,90.09849767704938,103.0,4,0.45735278008422353
3465_38_4_01292021_80_wrp.tiff,117.67727610105075,133.0,8,0.5277007896884442
3471_38_4_01292021_20_wrp.tiff,87.32879770760839,97.0,5,0.447839988241849
3471_38_4_01292021_80_wrp.tiff,120.32795250515439,135.0,8,0.5209002272927856
3500_24_2_02262021_20_wrp.tiff,107.12226727203888,127.0,7,0.5303082538193494
3500_24_2_02262021_80_wrp.tiff,119.84157645710323,136.0,14,0.5600073666193609
3501_24_2_02262021_20_wrp.tiff,101.72797739053824,119.0,7,0.5036038484655181
3501_24_2_02262021_80_wrp.tiff,113.59796248488946,129.0,13,0.5234929146744975
3501_24_2_08172016_20_wrp.tiff,118.00454292717218,124.0,124,0.5540119386226205
3501_24_2_08172016_80_wrp.tiff,135.2878222466648,139.0,132,0.530540479396605
3502_24_2_02262021_20_wrp.tiff,107.78677772720819,127.0,130,0.5283665574837246
3502_24_2_02262021_80_wrp.tiff,119.32710963397784,136.0,13,0.5628637246859197
3503_24_2_02242021_20_wrp.tiff,94.47531108111424,109.0,6,0.47237655540320933
3503_24_2_02242021_80_wrp.tiff,104.44632659426514,118.0,12,0.4997431894438536
3504_24_2_02262021_20_wrp.tiff,108.51685574580183,128.0,7,0.5345657918486073
3504_24_2_02262021_80_wrp.tiff,121.37578688321439,138.0,14,0.5542273373637451
3534_15_1_01142020_20_wrp.tiff,103.43584540354534,110.0,116,0.502115754383705
3534_15_1_01142020_80_wrp.tiff,158.54472131876486,170.0,178,0.6217440051691887
3534_15_1_02182021_20_wrp.tiff,82.50296137215821,91.0,4,0.4166816230896037
3534_15_1_02182021_80_wrp.tiff,115.82955945528153,129.0,7,0.5147980420211855
3536_15_1_02182021_20_wrp.tiff,65.43023271944604,64.0,3,0.32391204316397093
3536_15_1_02182021_80_wrp.tiff,97.84968836613473,97.0,6,0.4043375552302909
3538_15_1_01142020_20_wrp.tiff,99.24972152791548,106.0,109,0.4817947646962801
3538_15_1_01142020_80_wrp.tiff,152.75047443214123,165.0,174,0.5990214683589891
3538_15_1_02182021_20_wrp.tiff,123.64442973080614,134.0,141,0.5645864371243907
3538_15_1_02182021_80_wrp.tiff,153.7282739801382,165.0,173,0.6028559763903347
3545_15_1_01142020_20_wrp.tiff,106.43419844183111,114.0,119,0.5020481058553258
3545_15_1_01142020_80_wrp.tiff,161.76235624332242,174.0,180,0.6343621813438748
3545_15_1_02182021_20_wrp.tiff,95.60940330443935,107.0,5,0.4709822822855585
3545_15_1_02182021_80_wrp.tiff,131.396621538431,147.0,8,0.5276972752526237
3547_15_1_01142020_20_wrp.tiff,44.821454427999015,38.0,12,0.23715055252784056
3547_15_1_01142020_80_wrp.tiff,89.30183504896647,85.0,42,0.3502032747004559
3548_15_1_02182021_20_wrp.tiff,75.13541513858017,81.0,4,0.38530982122151214
3548_15_1_02182021_80_wrp.tiff,109.18356058639756,119.0,6,0.47887526572771355
3549_15_1_01142020_20_wrp.tiff,44.56316083263912,41.0,26,0.23703808953405364
3549_15_1_01142020_80_wrp.tiff,89.82767760629055,87.0,65,0.35226540237622855
3549_15_1_02182021_20_wrp.tiff,64.89216897287642,69.0,4,0.34701694637716257
3549_15_1_02182021_80_wrp.tiff,94.92300447298825,102.0,6,0.45201430701207734
3551_15_1_01142020_20_wrp.tiff,52.68765861235749,52.0,41,0.29434446151990584
3551_15_1_01142020_80_wrp.tiff,98.29938703332361,101.0,120,0.4200828505679638
3554_15_1_02182021_20_wrp.tiff,72.50393992287967,73.0,4,0.36618151476016914
3554_15_1_02182021_80_wrp.tiff,96.41058536494143,100.0,6,0.4547669120966352
3555_15_1_01142020_20_wrp.tiff,55.008423535813556,55.0,75,0.3022440853599523
3555_15_1_01142020_80_wrp.tiff,103.99110800450477,108.0,127,0.4078082666827332
3555_15_1_02182021_20_wrp.tiff,67.8503845049027,73.0,4,0.3589967434102842
3555_15_1_02182021_80_wrp.tiff,101.2260203032984,110.0,6,0.45597306442721813
3555_15_1_05302017_80_wrp.tiff,77.66064378029341,81.0,99,0.3825647476842899
3558_15_1_01142020_20_wrp.tiff,54.19012553336205,54.0,66,0.2793305439849625
3558_15_1_01142020_80_wrp.tiff,93.37837185420503,96.0,100,0.38269824530255053
3558_15_1_02182021_20_wrp.tiff,64.27292280314066,69.0,3,0.338278541067381
3558_15_1_02182021_80_wrp.tiff,93.9502489413815,103.0,6,0.4516838891390857
3600_24_4_02242021_20_wrp.tiff,74.55509213080069,84.0,7,0.39447138693336625
3600_24_4_02242021_80_wrp.tiff,96.13089741753444,107.0,108,0.48550958291438856
3602_24_4_02242021_20_wrp.tiff,83.43790751472596,96.0,97,0.44619201879293996
3602_24_4_02242021_80_wrp.tiff,111.0220853434272,125.0,130,0.5389421618586808
3602_24_4_05172017_80_wrp.tiff,181.94654171904708,192.0,193,0.713515849875818
3603_24_4_02242021_20_wrp.tiff,87.08443687348155,99.0,108,0.4583391414369643
3603_24_4_02242021_80_wrp.tiff,113.98040576958412,128.0,136,0.5614798313744959
3604_24_4_02242021_20_wrp.tiff,87.10993429821642,101.0,107,0.47086450971754357
3604_24_4_02242021_80_wrp.tiff,112.89039918281226,128.0,132,0.5588633622883832
3607_24_4_02242021_20_wrp.tiff,97.48831793069206,111.0,119,0.48501650711545796
3607_24_4_02242021_80_wrp.tiff,123.35761369745158,138.0,145,0.5507036325754504
3608_24_4_02242021_20_wrp.tiff,85.73292256180969,95.0,8,0.4419222812441638
3608_24_4_02242021_80_wrp.tiff,111.40859751740471,122.0,25,0.515780544059671
3609_24_4_02242021_20_wrp.tiff,90.40168157113868,104.0,114,0.4659880493333644
3609_24_4_02242021_80_wrp.tiff,120.21747295271696,136.0,142,0.5439704658469366
3610_24_4_02242021_20_wrp.tiff,75.64086240300196,86.0,7,0.4179053171413484
3610_24_4_02242021_80_wrp.tiff,98.68282449091966,111.0,116,0.516664002567555
3611_24_4_02242021_20_wrp.tiff,91.61877289269472,105.0,9,0.47718110881363307
