,V,I
0,-0.24608,9.6223
1,-0.22739,9.6215
2,-0.21804,9.6256
3,-0.22739,9.6177
4,-0.21804,9.6149
5,-0.19935,9.6107
6,-0.21804,9.6168
7,-0.2087,9.6101
8,-0.19001,9.6129
9,-0.20247,9.6157
10,-0.17132,9.6201
11,-0.17443,9.6227
12,-0.17443,9.6237
13,-0.16509,9.6117
14,-0.14017,9.6119
15,-0.14017,9.6074
16,-0.11214,9.6041
17,-0.11837,9.6086
18,-0.080987,9.6089
19,-0.10591,9.6232
20,-0.087217,9.6097
21,-0.090331,9.6046
22,-0.068527,9.6071
23,-0.059183,9.6136
24,-0.034264,9.6119
25,-0.040493,9.6161
26,-0.024919,9.6153
27,-0.015574,9.6073
28,0.0031149,9.6063
29,-0.01246,9.5961
30,0.0,9.6062
31,0.049838,9.6044
32,0.037379,9.6208
33,0.059183,9.6032
34,0.077872,9.6056
35,0.077872,9.6064
36,0.11525,9.6082
37,0.13082,9.5997
38,0.13394,9.6059
39,0.15886,9.5936
40,0.17755,9.6033
41,0.20247,9.6086
42,0.21493,9.6113
43,0.23985,9.6093
44,0.27411,9.5998
45,0.29591,9.5941
46,0.33018,9.5992
47,0.33952,9.6036
48,0.36756,9.6091
49,0.39559,9.6092
50,0.43297,9.6046
51,0.45166,9.6028
52,0.49215,9.604
53,0.51707,9.6018
54,0.55445,9.5923
55,0.57625,9.6112
56,0.6074,9.6037
57,0.65412,9.6017
58,0.70396,9.5948
59,0.74134,9.5938
60,0.78806,9.5976
61,0.8161,9.6049
62,0.84725,9.598
63,0.91577,9.6005
64,0.95315,9.5955
65,0.99988,9.5985
66,1.0497,9.5941
67,1.0964,9.6053
68,1.1307,9.5983
69,1.1961,9.5943
70,1.2117,9.5923
71,1.2802,9.6019
72,1.3238,9.6033
73,1.3892,9.6048
74,1.4297,9.5995
75,1.5263,9.5957
76,1.5668,9.5963
77,1.5979,9.5996
78,1.6633,9.5975
79,1.707,9.6004
80,1.7724,9.5965
81,1.8471,9.5879
82,1.8907,9.5979
83,1.9406,9.5937
84,2.0309,9.5988
85,2.0683,9.598
86,2.1368,9.594
87,2.1898,9.5799
88,2.2739,9.5872
89,2.3517,9.5894
90,2.3922,9.6055
91,2.4514,9.6069
92,2.5199,9.5997
93,2.6009,9.5873
94,2.6819,9.5909
95,2.7442,9.5905
96,2.8252,9.5993
97,2.9031,9.5974
98,3.0059,9.5911
99,3.0682,9.5856
100,3.1398,9.5927
101,3.2177,9.5893
102,3.336,9.5888
103,3.389,9.5911
104,3.4949,9.5883
105,3.5634,9.5909
106,3.6631,9.5921
107,3.7472,9.585
108,3.8313,9.6003
109,3.9123,9.5963
110,4.0182,9.5897
111,4.0961,9.5819
112,4.1957,9.5896
113,4.2674,9.5909
114,4.3795,9.5969
115,4.4698,9.5848
116,4.5571,9.5858
117,4.6412,9.5767
118,4.744,9.5808
119,4.8063,9.5795
120,4.8997,9.5938
121,4.9807,9.596
122,5.0835,9.5923
123,5.18,9.5786
124,5.2922,9.5741
125,5.3732,9.5783
126,5.4666,9.5861
127,5.5476,9.5857
128,5.6597,9.5789
129,5.7407,9.5869
130,5.8124,9.5837
131,5.9152,9.5885
132,6.0179,9.5909
133,6.1114,9.594
134,6.2048,9.5858
135,6.2827,9.5839
136,6.3793,9.5761
137,6.4727,9.5815
138,6.5599,9.5889
139,6.644,9.5871
140,6.7312,9.5814
141,6.8372,9.5714
142,6.9119,9.5787
143,7.0209,9.5846
144,7.0988,9.5813
145,7.2172,9.5738
146,7.3231,9.5708
147,7.4414,9.5727
148,7.5006,9.5755
149,7.6128,9.5775
150,7.6782,9.5777
151,7.7623,9.5769
152,7.8588,9.5743
153,7.9274,9.5687
154,8.0115,9.5669
155,8.108,9.5747
156,8.1734,9.575
157,8.2482,9.5773
158,8.3198,9.5712
159,8.379,9.5691
160,8.46,9.5711
161,8.5192,9.577
162,8.6095,9.5781
163,8.678,9.5786
164,8.7621,9.5731
165,8.8338,9.5687
166,8.893,9.5678
167,8.9677,9.5647
168,9.0363,9.5693
169,9.0923,9.5757
170,9.1671,9.5685
171,9.2138,9.5602
172,9.2948,9.5653
173,9.3384,9.5753
174,9.3851,9.5754
175,9.4537,9.5628
176,9.5066,9.5615
177,9.5502,9.5618
178,9.6063,9.5635
179,9.6343,9.5721
180,9.6686,9.5712
181,9.7309,9.5717
182,9.7745,9.5699
183,9.8087,9.5688
184,9.8586,9.5631
185,9.9178,9.5656
186,9.9769,9.575
187,10.017,9.5696
188,10.074,9.5668
189,10.111,9.559
190,10.183,9.5638
191,10.201,9.572
192,10.251,9.5782
193,10.285,9.5751
194,10.351,9.5691
195,10.401,9.559
196,10.457,9.5676
197,10.494,9.5642
198,10.563,9.5659
199,10.625,9.5669
200,10.647,9.5702
201,10.703,9.5659
