,V,I
0,-0.24608,10.122
1,-0.23985,10.132
2,-0.21181,10.125
3,-0.19935,10.134
4,-0.20247,10.132
5,-0.20558,10.128
6,-0.19624,10.127
7,-0.19001,10.126
8,-0.19312,10.121
9,-0.16197,10.126
10,-0.17443,10.136
11,-0.18689,10.125
12,-0.16509,10.118
13,-0.17132,10.122
14,-0.1464,10.121
15,-0.13394,10.123
16,-0.12148,10.125
17,-0.12771,10.126
18,-0.11837,10.111
19,-0.096561,10.118
20,-0.090331,10.127
21,-0.080987,10.126
22,-0.065412,10.121
23,-0.040493,10.104
24,-0.043608,10.108
25,-0.031149,10.121
26,-0.0031149,10.123
27,0.0062298,10.126
28,0.024919,10.116
29,0.040493,10.116
30,0.062298,10.113
31,0.11214,10.109
32,0.099676,10.115
33,0.12148,10.109
34,0.13082,10.11
35,0.1464,10.108
36,0.16509,10.115
37,0.19001,10.12
38,0.20558,10.124
39,0.21181,10.116
40,0.26165,10.103
41,0.25853,10.111
42,0.28345,10.105
43,0.32083,10.114
44,0.36133,10.116
45,0.34575,10.117
46,0.38313,10.111
47,0.41428,10.112
48,0.42674,10.111
49,0.45477,10.108
50,0.51084,10.105
51,0.53264,10.108
52,0.56379,10.104
53,0.60117,10.116
54,0.63543,10.121
55,0.6915,10.108
56,0.72265,10.115
57,0.78183,10.11
58,0.81298,10.102
59,0.84102,10.095
60,0.9002,10.108
61,0.91577,10.114
62,0.98742,10.112
63,1.0466,10.111
64,1.0933,10.108
65,1.1556,10.106
66,1.193,10.107
67,1.2833,10.113
68,1.3238,10.113
69,1.383,10.104
70,1.4297,10.106
71,1.5076,10.104
72,1.5792,10.105
73,1.6291,10.11
74,1.7163,10.105
75,1.7506,10.104
76,1.8409,10.105
77,1.9312,10.107
78,1.9779,10.113
79,2.0714,10.105
80,2.1586,10.102
81,2.2334,10.107
82,2.3299,10.1
83,2.4203,10.1
84,2.5386,10.107
85,2.604,10.108
86,2.7317,10.099
87,2.8065,10.106
88,2.8968,10.108
89,3.0152,10.104
90,3.1211,10.11
91,3.2395,10.1
92,3.3391,10.088
93,3.4544,10.096
94,3.5541,10.104
95,3.6693,10.107
96,3.7877,10.105
97,3.9092,10.102
98,4.0244,10.1
99,4.1708,10.094
100,4.2674,10.098
101,4.392,10.096
102,4.4885,10.102
103,4.6318,10.103
104,4.7471,10.107
105,4.8748,10.11
106,5.015,10.101
107,5.1551,10.096
108,5.314,10.095
109,5.4386,10.098
110,5.5912,10.093
111,5.7532,10.086
112,5.8747,10.092
113,6.0211,10.101
114,6.1768,10.092
115,6.3076,10.099
116,6.4353,10.096
117,6.5568,10.097
118,6.725,10.098
119,6.8185,10.094
120,6.9867,10.089
121,7.1237,10.097
122,7.2608,10.092
123,7.3947,10.086
124,7.5567,10.09
125,7.7155,10.094
126,7.837,10.088
127,7.9959,10.086
128,8.1049,10.083
129,8.2139,10.082
130,8.3354,10.094
131,8.4849,10.091
132,8.6064,10.091
133,8.7403,10.086
134,8.8836,10.089
135,9.0082,10.085
136,9.139,10.082
137,9.2605,10.085
138,9.3571,10.08
139,9.463,10.07
140,9.5502,10.042
141,9.6094,10.061
142,9.681,10.067
143,9.7215,10.07
144,9.7589,10.065
145,9.7901,10.069
146,9.815,10.059
147,9.8524,10.066
148,9.871,10.067
149,9.8586,10.07
150,9.871,10.067
151,9.8835,10.061
152,9.871,10.07
153,9.8679,10.06
154,9.871,10.067
155,9.8399,10.063
156,9.8025,10.067
157,9.7776,10.067
158,9.7714,10.074
159,9.762,10.07
160,9.7683,10.069
161,9.7745,10.06
162,9.7558,10.068
163,9.762,10.06
164,9.7496,10.072
165,9.734,10.079
166,9.7402,10.07
167,9.7496,10.066
168,9.7464,10.065
169,9.7433,10.062
170,9.7433,10.066
171,9.7683,10.066
172,9.7402,10.069
173,9.7932,10.066
174,9.8056,10.067
175,9.8274,10.065
176,9.8679,10.064
177,9.8648,10.063
178,9.8897,10.064
179,9.8866,10.059
180,9.9053,10.058
181,9.8617,10.069
182,9.9053,10.069
183,9.8991,10.071
184,9.9084,10.072
185,9.9458,10.071
186,9.9707,10.071
187,10.014,10.063
188,10.077,10.048
189,10.092,10.059
190,10.126,10.06
191,10.136,10.059
192,10.179,10.068
193,10.195,10.064
194,10.245,10.071
195,10.316,10.062
196,10.323,10.065
197,10.373,10.058
198,10.385,10.061
199,10.429,10.068
200,10.457,10.06
201,10.513,10.065
202,10.553,10.066
203,10.609,10.058
204,10.65,10.06
205,10.712,10.054
206,10.737,10.058
207,10.793,10.055
208,10.815,10.057
209,10.84,10.059
210,10.88,10.058
211,10.921,10.062
212,10.971,10.066
213,10.983,10.066
214,11.064,10.052
215,11.095,10.061
216,11.151,10.055
217,11.189,10.063
218,11.235,10.062
219,11.291,10.057
220,11.332,10.051
221,11.394,10.056
222,11.453,10.057
223,11.497,10.054
224,11.572,10.055
225,11.6,10.058
226,11.647,10.065
227,11.696,10.052
228,11.749,10.059
229,11.812,10.062
230,11.861,10.057
231,11.946,10.041
232,11.989,10.045
233,12.027,10.056
234,12.079,10.053
235,12.136,10.059
236,12.173,10.054
237,12.213,10.052
238,12.282,10.053
239,12.316,10.052
240,12.347,10.047
241,12.413,10.055
242,12.46,10.057
243,12.531,10.055
244,12.587,10.053
245,12.64,10.061
246,12.69,10.06
247,12.774,10.051
248,12.84,10.041
249,12.852,10.044
250,12.889,10.046
251,12.942,10.052
252,12.989,10.058
253,13.051,10.051
254,13.123,10.06
255,13.167,10.051
256,13.254,10.047
257,13.307,10.046
258,13.344,10.048
259,13.391,10.042
260,13.431,10.048
261,13.444,10.056
262,13.5,10.047
263,13.562,10.041
264,13.587,10.056
265,13.64,10.046
266,13.677,10.052
267,13.724,10.042
268,13.727,10.048
269,13.79,10.052
270,13.846,10.052
271,13.88,10.042
272,13.92,10.046
273,13.955,10.052
274,14.001,10.042
275,14.036,10.047
276,14.064,10.052
277,14.092,10.055
278,14.132,10.053
279,14.204,10.045
280,14.251,10.044
281,14.294,10.045
282,14.356,10.048
283,14.4,10.05
284,14.481,10.041
285,14.487,10.043
286,14.546,10.052
287,14.587,10.048
288,14.646,10.043
289,14.665,10.041
290,14.696,10.044
291,14.743,10.037
292,14.777,10.045
293,14.796,10.054
294,14.839,10.052
295,14.883,10.05
296,14.942,10.045
297,14.973,10.051
298,15.048,10.046
299,15.123,10.026
300,15.157,10.042
301,15.219,10.039
302,15.278,10.044
303,15.328,10.046
304,15.384,10.043
305,15.447,10.043
306,15.518,10.046
307,15.556,10.051
308,15.621,10.039
309,15.655,10.045
310,15.696,10.045
311,15.758,10.038
312,15.817,10.049
313,15.873,10.049
314,15.929,10.042
315,16.02,10.039
316,16.088,10.041
317,16.116,10.036
318,16.185,10.033
319,16.222,10.038
320,16.26,10.035
321,16.319,10.039
322,16.35,10.045
323,16.412,10.041
324,16.456,10.043
325,16.524,10.037
326,16.546,10.04
327,16.596,10.033
328,16.665,10.042
329,16.68,10.047
330,16.746,10.034
331,16.77,10.03
332,16.817,10.036
333,16.848,10.043
334,16.911,10.049
335,16.954,10.045
336,16.995,10.034
337,17.051,10.038
338,17.104,10.042
339,17.172,10.04
340,17.244,10.037
341,17.303,10.027
342,17.344,10.033
343,17.39,10.03
344,17.4,10.038
345,17.409,10.038
346,17.425,10.039
347,17.468,10.031
348,17.484,10.036
349,17.521,10.037
350,17.574,10.039
351,17.608,10.032
352,17.652,10.03
353,17.686,10.039
354,17.724,10.038
355,17.761,10.041
356,17.808,10.035
357,17.823,10.036
358,17.854,10.022
359,17.87,10.027
360,17.867,10.036
361,17.876,10.036
362,17.923,10.037
363,17.932,10.038
364,17.995,10.034
365,18.035,10.032
366,18.069,10.028
367,18.088,10.027
368,18.119,10.019
369,18.11,10.032
370,18.104,10.037
371,18.11,10.032
372,18.066,10.034
373,18.076,10.03
374,18.085,10.039
375,18.113,10.035
376,18.15,10.03
377,18.16,10.03
378,18.163,10.03
379,18.185,10.021
380,18.191,10.03
381,18.182,10.035
382,18.2,10.033
383,18.234,10.024
384,18.21,10.027
385,18.238,10.025
386,18.244,10.035
387,18.234,10.034
388,18.238,10.035
389,18.253,10.035
390,18.287,10.031
391,18.312,10.035
392,18.375,10.025
393,18.384,10.027
394,18.4,10.029
395,18.424,10.02
396,18.446,10.026
397,18.44,10.027
398,18.446,10.031
399,18.446,10.033
400,18.446,10.039
401,18.44,10.03
402,18.502,10.025
403,18.505,10.036
404,18.527,10.032
405,18.558,10.024
406,18.568,10.029
407,18.574,10.02
408,18.599,10.021
409,18.605,10.032
410,18.63,10.028
411,18.655,10.022
412,18.664,10.022
413,18.661,10.025
414,18.661,10.03
415,18.699,10.037
416,18.68,10.038
417,18.733,10.032
418,18.767,10.03
419,18.826,10.017
420,18.826,10.023
421,18.851,10.023
422,18.882,10.024
423,18.901,10.026
424,18.942,10.025
425,18.932,10.036
426,18.985,10.024
427,18.995,10.029
428,19.01,10.022
429,19.038,10.024
430,19.051,10.025
431,19.085,10.025
432,19.125,10.02
433,19.156,10.028
434,19.203,10.03
435,19.228,10.026
436,19.281,10.021
437,19.294,10.019
438,19.318,10.03
439,19.371,10.022
440,19.384,10.024
441,19.415,10.025
442,19.437,10.034
443,19.505,10.031
444,19.571,10.029
445,19.636,10.025
446,19.698,10.027
447,19.739,10.02
448,19.755,10.022
449,19.783,10.026
450,19.836,10.025
451,19.876,10.03
452,19.923,10.024
453,19.976,10.023
454,20.019,10.015
455,20.066,10.02
456,20.113,10.016
457,20.144,10.024
458,20.203,10.021
459,20.228,10.025
460,20.287,10.024
461,20.328,10.027
462,20.374,10.02
463,20.412,10.024
464,20.443,10.024
465,20.449,10.026
466,20.511,10.023
467,20.552,10.023
468,20.596,10.025
469,20.645,10.02
470,20.742,10.024
471,20.786,10.019
472,20.885,10.02
473,20.979,10.017
474,21.004,10.022
475,21.063,10.018
476,21.11,10.02
477,21.138,10.034
478,21.159,10.028
479,21.253,10.012
480,21.281,10.022
481,21.309,10.018
482,21.371,10.026
483,21.415,10.023
484,21.44,10.021
485,21.502,10.029
486,21.577,10.026
487,21.633,10.023
488,21.661,10.011
489,21.704,10.019
490,21.732,10.023
491,21.782,10.018
492,21.829,10.02
493,21.876,10.025
494,21.935,10.028
495,22.003,10.018
496,22.078,10.017
497,22.103,10.022
498,22.175,10.013
499,22.212,10.018
500,22.278,10.014
501,22.306,10.019
502,22.387,10.021
503,22.455,10.023
504,22.514,10.021
505,22.549,10.014
506,22.617,10.014
507,22.676,10.015
508,22.717,10.02
509,22.773,10.023
510,22.829,10.021
511,22.891,10.019
512,22.932,10.021
513,23.047,10.021
514,23.094,10.018
515,23.156,10.004
516,23.187,10.01
517,23.209,10.014
518,23.249,10.018
519,23.309,10.019
520,23.374,10.02
521,23.436,10.018
522,23.502,10.013
523,23.57,10.018
524,23.626,10.012
525,23.664,10.023
526,23.701,10.025
527,23.763,10.016
528,23.847,10.008
529,23.882,10.017
530,23.981,10.011
531,24.041,10.01
532,24.109,10.008
533,24.14,10.017
534,24.203,10.016
535,24.256,10.01
536,24.274,10.014
537,24.318,10.018
538,24.355,10.016
539,24.386,10.003
540,24.43,10.011
541,24.452,10.016
542,24.483,10.023
543,24.52,10.011
544,24.579,10.017
545,24.614,10.017
546,24.657,10.006
547,24.72,10.006
548,24.729,10.004
549,24.754,10.007
550,24.798,10.01
551,24.81,10.014
552,24.816,10.016
553,24.869,10.005
554,24.903,10.017
555,24.938,10.009
556,24.978,10.001
557,24.988,10.009
558,24.972,10.012
559,24.981,10.008
560,25.003,10.007
561,25.003,10.014
