,V,I
0,-0.23362,9.6238
1,-0.23985,9.6283
2,-0.20558,9.628
3,-0.22427,9.6301
4,-0.22116,9.632
5,-0.21804,9.6307
6,-0.19624,9.6274
7,-0.2087,9.6297
8,-0.15886,9.622
9,-0.19935,9.6372
10,-0.18066,9.6336
11,-0.17755,9.6284
12,-0.18066,9.6267
13,-0.18689,9.6201
14,-0.15263,9.6244
15,-0.14017,9.6318
16,-0.14328,9.6322
17,-0.11837,9.623
18,-0.10591,9.6209
19,-0.080987,9.6218
20,-0.087217,9.6195
21,-0.065412,9.6267
22,-0.062298,9.6314
23,-0.0093446,9.6198
24,-0.01246,9.6187
25,0.01246,9.616
26,0.0031149,9.6177
27,0.040493,9.6224
28,0.043608,9.6219
29,0.071642,9.6205
30,0.077872,9.6155
31,0.11214,9.6115
32,0.12771,9.6171
33,0.15886,9.6245
34,0.1682,9.6182
35,0.18689,9.6134
36,0.19312,9.6048
37,0.2305,9.6161
38,0.23985,9.6228
39,0.26165,9.6224
40,0.27411,9.6147
41,0.29903,9.6195
42,0.32395,9.6188
43,0.3551,9.616
44,0.38313,9.6147
45,0.42985,9.6109
46,0.44854,9.6111
47,0.47658,9.6131
48,0.49838,9.6058
49,0.54199,9.6085
50,0.5856,9.6147
51,0.61986,9.6214
52,0.64789,9.6146
53,0.71642,9.6138
54,0.72577,9.6138
55,0.77249,9.6119
56,0.79429,9.6111
57,0.8379,9.6164
58,0.88462,9.6095
59,0.94381,9.6103
60,0.97496,9.606
61,1.0154,9.6054
62,1.0559,9.6109
63,1.1058,9.6175
64,1.1556,9.6184
65,1.2117,9.6079
66,1.2584,9.6049
67,1.3114,9.6087
68,1.3674,9.6091
69,1.4142,9.6163
70,1.4546,9.6187
71,1.5045,9.6001
72,1.5792,9.5987
73,1.6415,9.6028
74,1.6976,9.6128
75,1.7443,9.612
76,1.8284,9.6064
77,1.8783,9.614
78,1.9437,9.6046
79,1.9935,9.6015
80,2.0558,9.6091
81,2.1212,9.6128
82,2.2084,9.6096
83,2.2707,9.611
84,2.3393,9.5999
85,2.4296,9.5966
86,2.4981,9.6066
87,2.5604,9.602
88,2.6258,9.5989
89,2.7037,9.6021
90,2.7691,9.6092
91,2.8408,9.5979
92,2.9062,9.6079
93,2.9716,9.6058
94,3.0463,9.6047
95,3.1305,9.5944
96,3.199,9.6009
97,3.2737,9.5941
98,3.3641,9.6007
99,3.4326,9.5962
100,3.5042,9.6098
101,3.5821,9.6037
102,3.6693,9.5942
103,3.769,9.5879
104,3.8282,9.5994
105,3.9029,9.6047
106,4.0088,9.6084
107,4.0898,9.595
108,4.1739,9.5883
109,4.2487,9.6005
110,4.3234,9.5998
111,4.4013,9.6044
112,4.4761,9.6041
113,4.5508,9.6045
114,4.6225,9.5956
115,4.7222,9.598
116,4.8312,9.5846
117,4.9277,9.5976
118,5.0305,9.5948
119,5.1146,9.5965
120,5.2205,9.5833
121,5.3327,9.5897
122,5.4074,9.5972
123,5.5196,9.6005
124,5.6192,9.5884
125,5.722,9.5957
126,5.8124,9.5894
127,5.9276,9.5919
128,5.9899,9.5946
129,6.1083,9.5908
130,6.183,9.599
131,6.2952,9.5916
132,6.3886,9.5896
133,6.5101,9.5882
134,6.5973,9.5973
135,6.7157,9.5992
136,6.8185,9.5951
137,6.9181,9.5917
138,7.0085,9.5877
139,7.1362,9.5846
140,7.2265,9.5923
141,7.3573,9.5928
142,7.4352,9.591
143,7.5536,9.592
144,7.6626,9.5864
145,7.7841,9.5891
146,7.89,9.5807
147,8.0146,9.5821
148,8.1267,9.5914
149,8.2233,9.595
150,8.3603,9.585
151,8.4569,9.5845
152,8.5659,9.5861
153,8.6999,9.5908
154,8.812,9.5955
155,8.9335,9.5833
156,9.0768,9.5773
157,9.192,9.588
158,9.3073,9.5894
159,9.4381,9.5823
160,9.5502,9.5892
161,9.6717,9.5835
162,9.7745,9.5824
163,9.8773,9.586
164,9.9707,9.5942
165,10.102,9.5875
166,10.204,9.5897
167,10.304,9.5843
168,10.419,9.5818
169,10.538,9.5825
170,10.668,9.5794
171,10.765,9.5774
172,10.877,9.5868
173,10.983,9.5824
174,11.136,9.5726
175,11.235,9.5751
176,11.363,9.5742
177,11.469,9.581
178,11.594,9.5827
179,11.696,9.5776
180,11.793,9.577
181,11.871,9.5841
182,11.97,9.5829
183,12.064,9.5836
184,12.182,9.5871
185,12.266,9.5851
186,12.385,9.5724
187,12.475,9.5728
188,12.565,9.5779
189,12.674,9.5817
190,12.765,9.5871
191,12.88,9.5745
192,12.983,9.5768
193,13.095,9.5821
194,13.188,9.58
195,13.301,9.5843
196,13.394,9.5832
197,13.515,9.5714
198,13.618,9.5724
199,13.746,9.5702
200,13.836,9.5748
201,13.967,9.5812
202,14.039,9.5791
203,14.145,9.573
204,14.251,9.572
205,14.332,9.5717
206,14.434,9.5789
207,14.54,9.5789
208,14.643,9.5811
209,14.749,9.5723
210,14.855,9.5654
211,14.945,9.5746
212,15.039,9.5748
213,15.157,9.577
214,15.26,9.5779
215,15.363,9.5777
216,15.468,9.5744
217,15.577,9.5746
218,15.693,9.5707
219,15.82,9.5765
220,15.911,9.5779
221,16.017,9.5742
222,16.135,9.5695
223,16.235,9.5682
224,16.353,9.5666
225,16.44,9.5807
226,16.531,9.5737
227,16.652,9.5711
228,16.749,9.5681
229,16.855,9.5709
230,16.936,9.5665
231,17.06,9.576
232,17.147,9.5705
233,17.244,9.574
234,17.337,9.5645
235,17.431,9.5747
236,17.524,9.5726
237,17.627,9.5773
238,17.724,9.5781
239,17.823,9.5694
240,17.923,9.564
241,18.041,9.5639
242,18.15,9.5618
243,18.238,9.5724
244,18.331,9.5751
245,18.443,9.5678
246,18.527,9.5673
247,18.608,9.5658
248,18.714,9.5703
249,18.829,9.5707
250,18.935,9.5698
251,19.041,9.565
252,19.138,9.5663
253,19.219,9.5605
254,19.306,9.5646
255,19.365,9.5702
