,V,I
0,-0.22116,9.1175
1,-0.24608,9.1198
2,-0.20558,9.1064
3,-0.2087,9.1155
4,-0.17755,9.1121
5,-0.18378,9.1127
6,-0.16197,9.106
7,-0.14328,9.1154
8,-0.15263,9.1153
9,-0.11525,9.1129
10,-0.090331,9.1071
11,-0.093446,9.1131
12,-0.052953,9.1159
13,-0.049838,9.1181
14,-0.031149,9.1146
15,-0.0062298,9.1
16,0.01246,9.115
17,0.043608,9.1066
18,0.046723,9.103
19,0.074757,9.0989
20,0.062298,9.108
21,0.10902,9.1106
22,0.14951,9.1032
23,0.15886,9.1149
24,0.17755,9.1209
25,0.22116,9.1146
26,0.23673,9.1133
27,0.28034,9.1017
28,0.30214,9.1049
29,0.36133,9.1021
30,0.3769,9.0997
31,0.41739,9.1044
32,0.43297,9.1091
33,0.46723,9.1169
34,0.49838,9.1114
35,0.52953,9.1115
36,0.57625,9.105
37,0.6074,9.1046
38,0.63232,9.1035
39,0.6697,9.102
40,0.70396,9.1052
41,0.75692,9.1015
42,0.79429,9.097
43,0.83479,9.1111
44,0.89397,9.1071
45,0.91889,9.1071
46,0.98119,9.0972
47,0.97496,9.0999
48,1.0279,9.1085
49,1.0622,9.1058
50,1.0933,9.1052
51,1.14,9.1045
52,1.1805,9.1061
53,1.2491,9.099
54,1.2864,9.1024
55,1.3425,9.1014
56,1.3986,9.098
57,1.4484,9.0942
58,1.5107,9.0929
59,1.5637,9.1048
60,1.5948,9.1098
61,1.654,9.1047
62,1.7007,9.0984
63,1.7692,9.0933
64,1.816,9.0986
65,1.9032,9.1007
66,1.9343,9.0946
67,1.9811,9.0957
68,2.0216,9.1011
69,2.0807,9.102
70,2.1586,9.0937
71,2.2147,9.1055
72,2.2801,9.1076
73,2.3237,9.0933
74,2.3985,9.0859
75,2.4545,9.0922
76,2.5044,9.0978
77,2.5698,9.0943
78,2.629,9.0819
79,2.6508,9.0992
80,2.7349,9.0914
81,2.8158,9.0991
82,2.8595,9.0993
83,2.928,9.0977
84,2.9965,9.0967
85,3.0619,9.0947
86,3.118,9.0896
87,3.2083,9.0854
88,3.2488,9.0983
89,3.3111,9.0949
90,3.3921,9.0859
91,3.4606,9.0912
92,3.5385,9.0925
93,3.6195,9.0939
94,3.688,9.0922
95,3.7254,9.0977
96,3.8001,9.0986
97,3.878,9.0967
98,3.9497,9.0928
99,4.0431,9.0817
100,4.1116,9.0929
101,4.1895,9.0877
102,4.2705,9.0839
103,4.3515,9.0878
104,4.4262,9.0922
105,4.4948,9.098
106,4.5789,9.0937
107,4.6474,9.0926
108,4.7066,9.0929
109,4.8,9.0852
110,4.8592,9.0904
111,4.9558,9.0829
112,5.043,9.0949
113,5.1271,9.083
114,5.1956,9.0897
115,5.2704,9.0903
116,5.37,9.0934
117,5.4448,9.0947
118,5.5538,9.0801
119,5.6224,9.0898
120,5.7407,9.0877
121,5.8092,9.0861
122,5.8996,9.0903
123,5.9993,9.0826
124,6.0865,9.0927
125,6.183,9.0915
126,6.2765,9.0813
127,6.3637,9.0878
128,6.4696,9.0837
129,6.563,9.0812
130,6.6627,9.0763
131,6.7157,9.0872
132,6.7998,9.1012
133,6.8995,9.0878
134,6.9929,9.0877
135,7.0832,9.0812
136,7.1549,9.0877
137,7.2514,9.0816
138,7.3418,9.0741
139,7.4259,9.0832
140,7.538,9.083
141,7.6346,9.0903
142,7.7062,9.083
143,7.809,9.0891
144,7.8744,9.0929
145,7.9865,9.0799
146,8.08,9.0871
147,8.1921,9.0717
148,8.2575,9.079
149,8.3541,9.0796
150,8.432,9.0746
151,8.5192,9.0838
152,8.6438,9.0828
153,8.7185,9.0974
154,8.8089,9.0835
155,8.9397,9.0802
156,9.0051,9.0867
157,9.1141,9.0735
158,9.2076,9.0764
159,9.2948,9.0727
160,9.3789,9.0809
161,9.4848,9.0788
162,9.5938,9.0795
163,9.6499,9.0823
164,9.7651,9.0724
165,9.8306,9.0801
166,9.8991,9.0785
167,9.9738,9.0788
168,10.052,9.0892
169,10.151,9.0814
170,10.22,9.0729
171,10.316,9.0716
172,10.401,9.0796
173,10.488,9.078
174,10.597,9.0659
175,10.668,9.0772
176,10.743,9.076
177,10.843,9.0769
178,10.899,9.077
179,10.967,9.0795
180,11.039,9.0833
181,11.164,9.0725
182,11.217,9.0794
183,11.319,9.0733
184,11.397,9.0787
185,11.444,9.075
186,11.528,9.0699
187,11.609,9.0803
188,11.706,9.0793
189,11.796,9.08
190,11.877,9.0676
191,11.949,9.0706
192,12.036,9.0704
193,12.095,9.0731
194,12.176,9.0746
195,12.204,9.0738
196,12.266,9.0798
197,12.316,9.0781
198,12.419,9.0617
199,12.484,9.0709
200,12.553,9.0728
201,12.646,9.0745
202,12.702,9.0701
203,12.777,9.0683
204,12.83,9.0837
205,12.908,9.0753
206,12.958,9.0754
207,13.008,9.0641
208,13.079,9.0699
209,13.148,9.0661
210,13.229,9.0623
211,13.282,9.0714
212,13.325,9.0755
213,13.4,9.0814
214,13.456,9.0683
215,13.553,9.0713
216,13.603,9.0734
217,13.69,9.0673
218,13.774,9.0624
219,13.827,9.055
220,13.899,9.0602
221,13.948,9.0643
222,14.008,9.0646
223,14.051,9.0736
224,14.092,9.0645
225,14.135,9.0751
226,14.166,9.0646
227,14.207,9.0762
228,14.251,9.0761
229,14.304,9.0591
230,14.356,9.0646
231,14.394,9.0648
232,14.459,9.0679
233,14.5,9.0713
234,14.568,9.0609
235,14.603,9.0608
236,14.68,9.057
237,14.705,9.066
238,14.736,9.0642
239,14.799,9.0648
240,14.814,9.0695
241,14.855,9.0602
242,14.905,9.0671
243,14.945,9.062
244,14.964,9.074
245,15.042,9.0631
246,15.085,9.0554
247,15.129,9.0573
248,15.154,9.0611
249,15.204,9.0645
250,15.21,9.0637
251,15.26,9.0594
252,15.294,9.0736
253,15.335,9.0681
254,15.353,9.0633
255,15.391,9.0556
256,15.412,9.0618
257,15.456,9.063
