,V,I
0,-0.24296,9.566
1,-0.24608,9.56
2,-0.22739,9.5609
3,-0.2305,9.5678
4,-0.22116,9.569
5,-0.20558,9.5637
6,-0.19001,9.5604
7,-0.17755,9.552
8,-0.19001,9.5568
9,-0.15574,9.5502
10,-0.18689,9.5628
11,-0.17443,9.5596
12,-0.16197,9.5551
13,-0.15574,9.5606
14,-0.17132,9.5657
15,-0.17132,9.5621
16,-0.17132,9.5578
17,-0.14951,9.5548
18,-0.13705,9.5461
19,-0.11837,9.5535
20,-0.14951,9.5565
21,-0.12771,9.561
22,-0.1246,9.5598
23,-0.12148,9.56
24,-0.11525,9.5484
25,-0.096561,9.5452
26,-0.087217,9.5489
27,-0.068527,9.5575
28,-0.080987,9.5662
29,-0.074757,9.5586
30,-0.059183,9.5474
31,-0.043608,9.5472
32,-0.037379,9.5458
33,-0.028034,9.5547
34,-0.018689,9.5599
35,-0.0031149,9.5504
36,-0.0062298,9.5575
37,0.01246,9.5594
38,0.021804,9.5584
39,0.046723,9.5553
40,0.052953,9.5549
41,0.074757,9.5486
42,0.084102,9.5488
43,0.11214,9.5495
44,0.11525,9.5522
45,0.13082,9.5519
46,0.1464,9.5525
47,0.15886,9.5445
48,0.19624,9.5402
49,0.18378,9.543
50,0.22427,9.5453
51,0.22739,9.5519
52,0.26165,9.5512
53,0.27411,9.5473
54,0.30837,9.553
55,0.29591,9.5459
56,0.34887,9.5455
57,0.36444,9.5484
58,0.36756,9.5476
59,0.39247,9.5528
60,0.42674,9.5418
61,0.45477,9.5407
62,0.47658,9.5474
63,0.48592,9.5502
64,0.49838,9.5515
65,0.53576,9.5476
66,0.57625,9.5422
67,0.5856,9.5484
68,0.6074,9.549
69,0.65101,9.5409
70,0.66035,9.5487
71,0.68216,9.5487
72,0.70085,9.5441
73,0.73511,9.5427
74,0.77872,9.5422
75,0.80052,9.5523
76,0.82856,9.5566
77,0.86905,9.5538
78,0.89085,9.5441
79,0.94069,9.5454
80,0.97807,9.5431
81,1.0061,9.5432
82,1.0404,9.5442
83,1.0902,9.5449
84,1.1027,9.5428
85,1.1369,9.542
86,1.1587,9.5466
87,1.2055,9.5439
88,1.2522,9.5466
89,1.3176,9.5418
90,1.3363,9.5377
91,1.4048,9.5359
92,1.436,9.5385
93,1.4733,9.5459
94,1.5045,9.5496
95,1.5761,9.544
96,1.5917,9.5458
97,1.654,9.5454
98,1.6945,9.5435
99,1.7288,9.5475
100,1.8004,9.5425
101,1.8471,9.5451
102,1.8876,9.5369
103,1.9624,9.5369
104,1.9935,9.5423
105,2.0714,9.547
106,2.115,9.5379
107,2.1804,9.5386
108,2.2396,9.5305
109,2.2988,9.5355
110,2.3393,9.5477
111,2.3985,9.5519
112,2.4358,9.5458
113,2.5137,9.5322
114,2.5729,9.5291
115,2.6352,9.5359
116,2.6663,9.5456
117,2.7349,9.5464
118,2.7878,9.5512
119,2.8345,9.5459
120,2.8875,9.5412
121,2.9498,9.5386
122,3.0121,9.5377
123,3.0993,9.5343
124,3.1491,9.5415
125,3.1803,9.5413
126,3.2582,9.5262
127,3.3298,9.5418
128,3.3921,9.5371
129,3.4669,9.5375
130,3.551,9.536
131,3.6133,9.535
132,3.688,9.5316
133,3.7316,9.5401
134,3.7815,9.5415
135,3.8406,9.5414
136,3.9216,9.5428
137,3.9777,9.5433
138,4.04,9.5346
139,4.0992,9.5306
140,4.1739,9.5371
141,4.2393,9.5411
142,4.3079,9.5392
143,4.3733,9.5376
144,4.4605,9.5302
145,4.529,9.5299
146,4.6007,9.5283
147,4.6661,9.5378
148,4.7222,9.5423
149,4.8063,9.5327
150,4.8779,9.5325
151,4.9464,9.5374
152,5.0212,9.5376
153,5.1333,9.5429
154,5.2112,9.5377
155,5.2984,9.5273
156,5.3981,9.5207
157,5.4697,9.5288
158,5.5383,9.5391
159,5.6037,9.5471
160,5.6691,9.5418
161,5.7376,9.5319
162,5.8248,9.5264
163,5.8871,9.5233
164,5.9494,9.5356
165,6.0397,9.5373
166,6.1083,9.5334
167,6.1706,9.5324
168,6.236,9.5264
169,6.2952,9.529
170,6.3762,9.5327
171,6.4852,9.5345
172,6.5257,9.5327
173,6.5942,9.5269
174,6.6596,9.5274
175,6.7219,9.5282
176,6.778,9.5328
177,6.834,9.54
178,6.9026,9.5355
179,6.9991,9.5209
180,7.0583,9.5183
181,7.1144,9.5245
182,7.158,9.5243
183,7.2234,9.527
184,7.2888,9.5245
185,7.3418,9.5309
186,7.3916,9.5241
187,7.4539,9.5309
188,7.5131,9.5306
189,7.5816,9.5307
190,7.6221,9.532
191,7.6875,9.527
192,7.7467,9.5196
193,7.7997,9.5249
194,7.8557,9.5344
195,7.8993,9.5334
196,7.9398,9.5319
197,8.0239,9.5258
198,8.0457,9.523
199,8.1111,9.5292
200,8.1423,9.5314
201,8.2077,9.5323
202,8.2669,9.5272
203,8.3416,9.5245
204,8.3977,9.5142
205,8.4756,9.5109
206,8.5348,9.5146
207,8.5566,9.5294
208,8.6002,9.5303
209,8.6376,9.5267
210,8.6905,9.5137
211,8.7403,9.5157
212,8.7808,9.5141
213,8.812,9.525
214,8.8618,9.5259
215,8.8805,9.5315
216,8.9085,9.5192
217,8.9522,9.5165
218,8.9833,9.5205
219,9.0176,9.5309
220,9.0768,9.527
221,9.1017,9.5219
222,9.1235,9.5127
223,9.1858,9.5108
224,9.1827,9.5244
225,9.2138,9.5292
226,9.2636,9.533
227,9.3197,9.5187
228,9.3633,9.5155
229,9.3976,9.5168
230,9.4225,9.5206
231,9.4599,9.5295
232,9.5066,9.5273
233,9.5253,9.5169
234,9.5533,9.5173
235,9.572,9.5218
236,9.625,9.5174
237,9.653,9.5232
238,9.6686,9.5282
239,9.6997,9.5203
240,9.7464,9.5136
241,9.7714,9.5213
242,9.7963,9.5261
243,9.8306,9.5188
244,9.8804,9.5229
245,9.9084,9.5155
246,9.9645,9.5076
247,9.9956,9.5185
248,10.005,9.5282
249,10.074,9.5161
250,10.105,9.525
