,V,I
0,12.255,6.4544
1,12.209,6.4518
2,12.243,6.4542
3,11.43,6.0276
4,10.564,6.0513
5,9.4927,6.0422
6,8.356,6.0357
7,7.2099,6.0332
8,6.017,6.0307
9,4.8616,6.0261
10,3.7217,6.028
11,2.6348,6.0285
12,1.5697,6.0281
13,0.58551,6.026
14,-0.24915,6.0053
15,-0.20867,6.0089
16,-0.16506,6.0067
17,-0.10278,6.0049
18,-0.062289,6.0019
19,-0.024916,6.008
20,0.015572,6.0046
21,0.10589,6.0032
22,0.13081,6.0076
23,0.20867,6.0056
24,0.27095,5.9979
25,0.30521,6.0035
26,0.3675,6.0046
27,0.44536,6.0068
28,0.47339,6.0092
29,0.53879,6.0072
30,0.59174,6.0013
31,0.66026,6.0004
32,0.72254,6.0003
33,0.78483,6.0054
34,0.82532,6.0072
35,0.89695,6.0078
36,0.94678,6.0051
37,1.0091,6.0023
38,1.0558,6.0036
39,1.1274,6.0028
40,1.1928,6.0023
41,1.2613,5.9986
42,1.3205,6.0009
43,1.3859,5.9996
44,1.4482,6.0024
45,1.5074,6.0079
46,1.5728,6.0099
47,1.6382,6.0
48,1.7192,5.9994
49,1.7752,6.0013
50,1.8468,6.0033
51,1.9091,6.005
52,1.9683,6.0071
53,1.9995,6.0014
54,2.0804,6.0025
55,2.1147,6.0038
56,2.1707,6.0035
57,2.2237,6.0066
58,2.2984,6.0034
59,2.3638,6.0034
60,2.4199,5.9994
61,2.4853,6.0004
62,2.5196,6.0039
63,2.6005,6.0071
64,2.6473,6.0046
65,2.7127,6.0046
66,2.7905,6.0005
67,2.8559,6.0007
68,2.9057,6.0051
69,2.9961,5.9991
70,3.0459,6.0054
71,3.1331,6.0011
72,3.2265,5.9947
73,3.3044,5.9968
74,3.348,6.0027
75,3.4227,6.0049
76,3.4819,6.0074
77,3.5442,6.0023
78,3.6221,5.9999
79,3.6812,5.9995
80,3.7591,5.9982
81,3.8432,6.0019
82,3.9117,6.0049
83,3.9896,6.0018
84,4.0612,5.9977
85,4.1391,6.0003
86,4.2231,5.9999
87,4.3259,5.9984
88,4.4069,6.0007
89,4.4754,6.0034
90,4.5346,5.9988
91,4.6592,5.997
92,4.7121,6.0058
93,4.8024,6.0049
94,4.8865,6.0021
95,4.9799,5.9947
96,5.0703,5.9922
97,5.1855,5.9955
98,5.2384,6.0012
99,5.307,6.0002
100,5.3692,5.9988
101,5.4533,5.9987
102,5.5032,6.001
103,5.581,5.9989
104,5.6371,5.996
105,5.7181,6.0
106,5.799,5.9989
