,V,I
0,-0.24604,9.6476
1,-0.20555,9.6524
2,-0.17129,9.653
3,-0.1308,9.6446
4,-0.11212,9.6509
5,-0.087203,9.637
6,-0.056059,9.6463
7,0.0,9.6496
8,0.024915,9.6386
9,0.062288,9.6534
10,0.099661,9.6443
11,0.14949,9.6487
12,0.18998,9.6467
13,0.21489,9.6428
14,0.28341,9.6537
15,0.3021,9.6373
16,0.31455,9.6535
17,0.38618,9.6499
18,0.41733,9.6435
19,0.46093,9.6491
20,0.50453,9.6365
21,0.53879,9.6444
22,0.60419,9.63
23,0.64779,9.64
24,0.7132,9.635
25,0.73188,9.6425
26,0.79106,9.6518
27,0.84711,9.6423
28,0.9094,9.6463
29,0.95612,9.6414
30,1.0246,9.6361
31,1.0558,9.6384
32,1.1181,9.6421
33,1.199,9.6404
34,1.2395,9.6278
35,1.308,9.6356
36,1.3672,9.6382
37,1.4108,9.6348
38,1.5074,9.6439
39,1.5603,9.632
40,1.6101,9.6381
41,1.66,9.6319
42,1.7098,9.6383
43,1.769,9.6387
44,1.8063,9.6345
45,1.8749,9.6385
46,1.9122,9.6312
47,1.9839,9.6355
48,2.0555,9.6321
49,2.1209,9.6394
50,2.1676,9.635
51,2.2392,9.6282
52,2.3078,9.6319
53,2.3794,9.6256
54,2.4168,9.629
55,2.4728,9.6311
56,2.5258,9.6249
57,2.5787,9.6348
58,2.6223,9.6189
59,2.6784,9.6243
60,2.7095,9.6226
61,2.7562,9.6264
62,2.8185,9.6336
63,2.8497,9.6222
64,2.8808,9.6227
65,2.9275,9.6167
66,2.9649,9.6113
67,2.968,9.6286
68,2.996,9.6207
69,3.0334,9.6313
70,3.0614,9.626
71,3.0926,9.6322
72,3.1268,9.6236
73,3.1518,9.6153
74,3.186,9.6235
75,3.2078,9.6178
76,3.2296,9.637
77,3.2545,9.6249
78,3.3199,9.6244
79,3.3324,9.617
80,3.3511,9.609
81,3.3853,9.6196
82,3.4134,9.6111
83,3.4445,9.626
84,3.4632,9.6184
85,3.4819,9.621
86,3.5006,9.6257
87,3.5317,9.6179
88,3.5691,9.6299
89,3.6002,9.6171
90,3.6314,9.6211
91,3.6532,9.6127
92,3.6719,9.6058
93,3.6937,9.6156
94,3.7217,9.6118
95,3.7373,9.6246
96,3.7746,9.6303
97,3.812,9.6231
98,3.8463,9.6105
99,3.8961,9.6082
100,3.8805,9.6148
101,3.9179,9.6171
102,3.9459,9.6194
103,3.9989,9.6266
104,4.03,9.6083
105,4.0456,9.6088
106,4.0985,9.6045
107,4.1359,9.61
108,4.1608,9.6148
109,4.1889,9.6207
110,4.2013,9.6265
111,4.2387,9.6218
112,4.2729,9.6263
113,4.3228,9.6129
114,4.3508,9.6204
115,4.3851,9.6138
116,4.41,9.6126
117,4.4567,9.6116
118,4.4723,9.6058
119,4.5252,9.6145
120,4.5719,9.6153
121,4.5688,9.6237
122,4.6436,9.6221
123,4.6809,9.6156
124,4.7245,9.6217
125,4.7588,9.6096
126,4.8024,9.6134
127,4.8522,9.6153
128,4.8927,9.6175
129,4.9768,9.6242
130,5.0173,9.6026
131,5.0702,9.6062
132,5.1419,9.6099
133,5.173,9.6091
134,5.2073,9.6209
135,5.2509,9.6166
136,5.31,9.6193
137,5.3568,9.6155
138,5.419,9.611
139,5.4595,9.6175
140,5.4969,9.6025
141,5.553,9.6136
142,5.5997,9.6103
143,5.6464,9.6168
144,5.6838,9.6121
145,5.7461,9.6102
146,5.7865,9.6157
147,5.8364,9.6122
148,5.8987,9.6187
149,5.9547,9.6087
150,6.0201,9.6151
151,6.0481,9.6203
152,6.1042,9.6101
153,6.1572,9.6119
154,6.1945,9.6041
155,6.2755,9.6093
156,6.3253,9.6083
157,6.3814,9.6158
158,6.4437,9.6174
159,6.4997,9.5988
160,6.5558,9.6105
161,6.5932,9.602
162,6.671,9.6043
163,6.7146,9.6071
164,6.7364,9.6087
165,6.7987,9.6106
166,6.8517,9.609
167,6.8984,9.6132
168,6.97,9.6082
169,7.0074,9.6053
170,7.0728,9.6162
171,7.1195,9.6081
172,7.1818,9.6123
173,7.2347,9.6038
174,7.3344,9.5981
175,7.3655,9.6017
176,7.3998,9.6035
177,7.4621,9.6125
178,7.5213,9.6043
179,7.5804,9.6134
180,7.6271,9.6014
181,7.7112,9.6047
182,7.7579,9.6051
183,7.8296,9.6048
184,7.8794,9.607
185,7.895,9.6095
186,7.9791,9.6038
187,8.0196,9.6034
188,8.0756,9.5982
189,8.1254,9.6071
190,8.1753,9.6031
191,8.222,9.6118
192,8.2594,9.6054
