,V,I
0,-0.22739,9.4571
1,-0.24919,9.4475
2,-0.23362,9.4415
3,-0.20558,9.4396
4,-0.21493,9.4509
5,-0.20247,9.4476
6,-0.19624,9.4505
7,-0.19935,9.4432
8,-0.18689,9.4404
9,-0.17755,9.4468
10,-0.17443,9.4385
11,-0.15886,9.4438
12,-0.15263,9.446
13,-0.15263,9.4483
14,-0.15263,9.4429
15,-0.12148,9.4398
16,-0.12148,9.4437
17,-0.10279,9.4473
18,-0.10902,9.445
19,-0.087217,9.4409
20,-0.077872,9.4382
21,-0.084102,9.4452
22,-0.084102,9.4512
23,-0.046723,9.4448
24,-0.043608,9.4532
25,-0.034264,9.4423
26,-0.024919,9.4372
27,-0.031149,9.4388
28,-0.015574,9.4399
29,0.034264,9.4473
30,0.01246,9.4605
31,0.040493,9.4394
32,0.056068,9.4301
33,0.071642,9.435
34,0.059183,9.4435
35,0.084102,9.4452
36,0.084102,9.4411
37,0.11837,9.4442
38,0.14328,9.436
39,0.14951,9.4421
40,0.15263,9.4394
41,0.17132,9.442
42,0.21181,9.4433
43,0.22427,9.4409
44,0.24296,9.4341
45,0.25542,9.4339
46,0.29591,9.4424
47,0.28345,9.4547
48,0.29903,9.4429
49,0.32706,9.4336
50,0.33329,9.4304
51,0.37067,9.4347
52,0.40493,9.4347
53,0.40182,9.443
54,0.41739,9.4392
55,0.4392,9.4448
56,0.42985,9.4436
57,0.461,9.4443
58,0.50461,9.4346
59,0.52641,9.4423
60,0.5451,9.4398
61,0.57937,9.433
62,0.59494,9.4327
63,0.61052,9.4386
64,0.65101,9.4386
65,0.68527,9.4416
66,0.70396,9.4408
67,0.75692,9.4394
68,0.76937,9.4401
69,0.80052,9.4379
70,0.80987,9.4431
71,0.84102,9.4415
72,0.86905,9.4495
73,0.90954,9.4412
74,0.95004,9.4344
75,1.0092,9.4226
76,1.0154,9.4399
77,1.0435,9.4344
78,1.0933,9.4451
79,1.1151,9.4366
80,1.1618,9.4369
81,1.1992,9.4316
82,1.2086,9.4479
83,1.2491,9.4437
84,1.302,9.4384
85,1.3145,9.4349
86,1.3487,9.4322
87,1.4079,9.4281
88,1.436,9.4387
89,1.464,9.4425
90,1.5014,9.4404
91,1.5169,9.4405
92,1.5824,9.4306
93,1.6291,9.4353
94,1.6696,9.4391
95,1.6976,9.4388
96,1.7568,9.4352
97,1.7786,9.4338
98,1.8347,9.4323
99,1.8783,9.4424
100,1.9375,9.436
101,2.0122,9.4297
102,2.0496,9.4343
103,2.1025,9.4353
104,2.1275,9.4341
105,2.1773,9.4376
106,2.224,9.4356
107,2.2957,9.4459
108,2.3268,9.4481
109,2.3985,9.4408
110,2.4358,9.4323
111,2.4826,9.4329
112,2.5293,9.4349
113,2.5978,9.441
114,2.6601,9.4356
115,2.7255,9.433
116,2.7754,9.432
117,2.8127,9.4338
118,2.8563,9.4299
119,2.9124,9.4364
120,2.9373,9.4405
121,3.0121,9.4335
122,3.0806,9.4262
123,3.1149,9.4378
124,3.1585,9.4361
125,3.2083,9.4416
126,3.2488,9.4363
127,3.3485,9.4263
128,3.3983,9.4209
129,3.47,9.431
130,3.526,9.4342
131,3.5821,9.4405
132,3.6257,9.4384
133,3.6756,9.4414
134,3.7379,9.4253
135,3.8251,9.427
136,3.878,9.4319
137,3.9434,9.4387
138,3.9995,9.4341
139,4.0556,9.4384
140,4.1085,9.4288
141,4.1864,9.4331
142,4.2612,9.4347
143,4.3359,9.4363
144,4.4294,9.4254
145,4.4854,9.4323
146,4.5135,9.4304
147,4.5851,9.4332
148,4.6505,9.4361
149,4.7066,9.4368
150,4.7689,9.4375
151,4.8312,9.4368
152,4.8997,9.4341
153,4.9838,9.4259
154,5.0274,9.4366
155,5.0897,9.4341
156,5.1458,9.4359
157,5.2423,9.4324
158,5.3046,9.4307
159,5.3638,9.4312
160,5.4261,9.4268
161,5.5071,9.4249
162,5.5663,9.431
163,5.6473,9.4251
164,5.7158,9.4271
165,5.7781,9.4296
166,5.8466,9.4301
167,5.9058,9.4271
168,5.9868,9.4365
169,6.0366,9.428
170,6.1301,9.4242
171,6.1768,9.4251
172,6.2329,9.435
173,6.2952,9.4291
174,6.3543,9.4392
175,6.398,9.4347
176,6.4914,9.4238
177,6.5568,9.4289
178,6.6409,9.4345
179,6.7126,9.4383
180,6.7686,9.433
181,6.8216,9.4288
182,6.8995,9.4276
183,6.9773,9.4295
184,7.0396,9.429
185,7.0957,9.4347
186,7.1767,9.4281
187,7.2296,9.4265
188,7.2857,9.4251
189,7.3293,9.4315
190,7.4041,9.4219
191,7.4819,9.4333
192,7.5536,9.4299
193,7.6065,9.4289
194,7.6595,9.4246
195,7.7342,9.4289
196,7.7965,9.4155
197,7.8744,9.4258
198,7.9367,9.426
199,8.027,9.4227
200,8.0769,9.4253
201,8.1298,9.4227
202,8.1703,9.4235
203,8.2388,9.4311
204,8.2793,9.4269
205,8.3541,9.4284
206,8.4008,9.4235
207,8.4569,9.4266
208,8.488,9.4277
209,8.5503,9.4261
210,8.569,9.4263
211,8.6344,9.4271
212,8.703,9.4138
213,8.7684,9.4176
214,8.8089,9.4208
215,8.8431,9.4284
216,8.8587,9.4292
217,8.9117,9.4296
218,8.9397,9.423
219,8.9895,9.4252
220,9.0269,9.4283
221,9.0861,9.4302
222,9.1422,9.4162
223,9.1609,9.4266
224,9.2076,9.421
225,9.273,9.4157
226,9.3041,9.4247
227,9.354,9.4271
228,9.3976,9.424
229,9.4568,9.4234
230,9.4755,9.4207
231,9.5222,9.4202
232,9.5502,9.4216
233,9.625,9.4229
234,9.6437,9.4239
235,9.681,9.4212
236,9.7153,9.4141
237,9.7651,9.4174
238,9.8212,9.4181
239,9.8555,9.4183
240,9.8773,9.4252
241,9.9115,9.4208
242,9.952,9.4169
243,9.9832,9.4276
244,10.002,9.4276
245,10.052,9.4122
246,10.092,9.4265
247,10.151,9.4185
248,10.201,9.4145
249,10.22,9.4143
250,10.235,9.4153
251,10.282,9.4163
252,10.295,9.4284
253,10.31,9.4243
254,10.357,9.4203
255,10.391,9.4175
256,10.425,9.4237
257,10.45,9.4175
258,10.472,9.4219
259,10.494,9.418
260,10.566,9.4186
261,10.597,9.419
262,10.644,9.4213
263,10.7,9.4147
264,10.743,9.4206
265,10.749,9.4192
266,10.787,9.4067
267,10.812,9.4145
268,10.849,9.4154
269,10.858,9.4317
270,10.883,9.4279
271,10.886,9.4221
272,10.921,9.4154
273,10.955,9.4183
274,11.005,9.4113
275,11.017,9.416
276,11.064,9.4139
277,11.105,9.4162
278,11.108,9.4196
279,11.139,9.4099
280,11.154,9.4071
281,11.164,9.4202
282,11.17,9.4164
283,11.214,9.4139
284,11.201,9.4109
285,11.217,9.4181
286,11.226,9.4148
287,11.248,9.4217
288,11.26,9.4151
289,11.319,9.4144
290,11.351,9.4091
291,11.366,9.4036
292,11.388,9.4052
293,11.422,9.4166
294,11.407,9.4213
295,11.425,9.4155
296,11.419,9.4131
297,11.453,9.4058
298,11.481,9.4074
299,11.5,9.408
300,11.466,9.4129
301,11.46,9.4095
302,11.46,9.4148
303,11.491,9.4195
304,11.463,9.4229
305,11.485,9.4099
306,11.509,9.4107
307,11.519,9.4082
308,11.519,9.4041
309,11.538,9.4075
310,11.506,9.4127
311,11.531,9.4185
312,11.547,9.4153
313,11.553,9.4113
314,11.547,9.4005
315,11.587,9.4038
316,11.572,9.4109
317,11.566,9.4136
318,11.572,9.4138
319,11.566,9.4165
320,11.559,9.4075
321,11.59,9.4016
322,11.59,9.4027
323,11.597,9.4079
324,11.625,9.4144
325,11.647,9.408
326,11.662,9.4061
327,11.681,9.402
328,11.709,9.4111
329,11.734,9.4143
330,11.756,9.4173
331,11.79,9.4065
332,11.821,9.4056
333,11.855,9.4071
334,11.877,9.4084
335,11.886,9.4099
336,11.896,9.4109
337,11.893,9.4172
338,11.93,9.4181
339,11.964,9.4165
340,11.995,9.4044
341,12.017,9.4051
342,12.036,9.4142
343,12.042,9.4093
344,12.098,9.4059
345,12.101,9.4057
346,12.132,9.415
347,12.16,9.4097
348,12.207,9.4073
349,12.235,9.3951
350,12.263,9.4052
351,12.254,9.4025
352,12.298,9.4096
353,12.335,9.4139
354,12.366,9.4149
355,12.407,9.4173
356,12.441,9.4009
357,12.494,9.3994
358,12.55,9.4037
359,12.603,9.4104
360,12.628,9.4106
361,12.674,9.406
362,12.734,9.3953
363,12.749,9.4066
364,12.774,9.4124
365,12.783,9.4173
366,12.824,9.4138
367,12.889,9.4097
368,12.936,9.4051
369,12.989,9.3996
370,13.033,9.403
371,13.073,9.411
372,13.101,9.4167
373,13.157,9.4157
374,13.198,9.4011
375,13.282,9.3957
376,13.313,9.4022
377,13.366,9.4056
378,13.394,9.4136
379,13.434,9.4111
380,13.447,9.4112
381,13.491,9.4099
382,13.543,9.4053
383,13.606,9.4087
384,13.662,9.4099
385,13.733,9.4037
386,13.758,9.3989
387,13.833,9.3997
388,13.892,9.4072
389,13.958,9.4098
390,14.029,9.4005
391,14.095,9.4004
392,14.135,9.4008
393,14.21,9.4063
394,14.254,9.4106
395,14.328,9.408
396,14.409,9.4074
397,14.487,9.3974
398,14.568,9.392
399,14.624,9.399
400,14.684,9.4056
401,14.746,9.4098
402,14.799,9.4169
403,14.867,9.4096
404,14.942,9.3997
405,15.023,9.3988
406,15.051,9.4001
407,15.104,9.4148
408,15.179,9.413
409,15.266,9.406
410,15.331,9.3952
411,15.412,9.3985
412,15.475,9.3952
413,15.556,9.408
414,15.634,9.4066
415,15.674,9.4069
416,15.743,9.4012
417,15.817,9.3998
418,15.901,9.4018
419,15.967,9.4081
420,16.026,9.4077
421,16.101,9.3965
422,16.188,9.3966
423,16.272,9.3998
424,16.359,9.4033
425,16.459,9.4016
426,16.543,9.4009
427,16.624,9.3977
428,16.693,9.3973
429,16.746,9.4042
430,16.814,9.4036
431,16.892,9.4034
432,16.951,9.4048
433,17.01,9.4032
434,17.104,9.3961
435,17.151,9.3962
436,17.241,9.3987
437,17.322,9.3999
438,17.418,9.4016
439,17.509,9.4021
440,17.608,9.398
441,17.677,9.3952
442,17.752,9.4023
443,17.823,9.4025
444,17.904,9.4013
445,17.976,9.4066
446,18.063,9.3938
447,18.147,9.3877
448,18.21,9.4042
449,18.272,9.4132
450,18.359,9.4109
451,18.471,9.3996
452,18.577,9.3877
453,18.699,9.3883
454,18.801,9.394
455,18.879,9.4022
456,18.96,9.4052
457,19.051,9.4
458,19.122,9.3983
459,19.253,9.392
460,19.356,9.3839
461,19.456,9.399
462,19.515,9.3961
463,19.605,9.3985
464,19.658,9.3943
465,19.739,9.403
466,19.826,9.4022
467,19.935,9.4016
468,20.026,9.4013
469,20.135,9.3945
470,20.209,9.3857
471,20.278,9.3936
472,20.356,9.4012
473,20.474,9.3888
474,20.536,9.4018
475,20.611,9.3974
476,20.686,9.3918
477,20.792,9.3951
478,20.851,9.3961
479,20.979,9.3916
480,21.05,9.3944
481,21.128,9.3962
482,21.225,9.3848
483,21.312,9.3948
484,21.362,9.3958
485,21.446,9.3998
486,21.552,9.3968
487,21.63,9.3964
488,21.745,9.3841
489,21.838,9.3854
490,21.916,9.391
491,21.988,9.3982
492,22.069,9.3975
493,22.137,9.3999
494,22.246,9.3879
495,22.327,9.3872
496,22.393,9.3834
497,22.446,9.3953
498,22.496,9.3979
499,22.57,9.3958
500,22.623,9.3857
501,22.679,9.387
502,22.767,9.3897
503,22.845,9.3982
504,22.922,9.3898
505,23.006,9.3796
506,23.075,9.3758
507,23.162,9.3845
508,23.253,9.3822
509,23.318,9.3918
510,23.368,9.3881
511,23.43,9.3838
512,23.496,9.3802
513,23.52,9.3883
514,23.598,9.3877
515,23.673,9.3914
516,23.735,9.3869
517,23.81,9.3839
518,23.866,9.3848
519,23.919,9.3818
520,24.019,9.3814
521,24.084,9.3814
522,24.156,9.3835
523,24.212,9.3787
524,24.268,9.3839
525,24.318,9.3842
526,24.343,9.3883
527,24.374,9.3854
528,24.43,9.3858
529,24.486,9.3807
530,24.548,9.382
531,24.595,9.3803
532,24.632,9.3746
533,24.673,9.3849
534,24.713,9.3918
535,24.769,9.3897
536,24.832,9.374
537,24.928,9.3707
538,24.988,9.3786
539,25.025,9.3848
540,25.078,9.384
541,25.097,9.3837
542,25.143,9.3792
543,25.227,9.3752
544,25.277,9.3821
545,25.346,9.375
546,25.421,9.3759
547,25.48,9.374
548,25.533,9.3687
549,25.604,9.3714
550,25.654,9.3786
551,25.716,9.3854
552,25.763,9.3802
553,25.847,9.3814
554,25.885,9.3723
555,25.947,9.3743
556,25.991,9.3773
557,26.065,9.3826
558,26.128,9.3762
559,26.202,9.3803
560,26.249,9.3724
561,26.299,9.3768
562,26.352,9.3774
563,26.442,9.3826
564,26.495,9.3836
565,26.545,9.3798
566,26.623,9.3716
567,26.66,9.3763
568,26.726,9.377
569,26.819,9.3755
570,26.863,9.3731
571,26.965,9.3695
572,27.065,9.3652
573,27.146,9.3702
574,27.196,9.3649
575,27.283,9.37
576,27.336,9.3774
577,27.402,9.3787
578,27.492,9.3677
579,27.557,9.3758
580,27.638,9.3712
581,27.735,9.3698
582,27.8,9.3674
583,27.878,9.3656
584,27.975,9.3559
585,28.046,9.3737
586,28.13,9.3708
587,28.218,9.3783
588,28.308,9.3662
589,28.414,9.3616
590,28.479,9.3561
591,28.551,9.362
592,28.626,9.3615
593,28.669,9.3813
594,28.725,9.3791
595,28.781,9.3738
596,28.809,9.3662
597,28.884,9.3578
598,28.95,9.3667
599,29.046,9.3686
600,29.14,9.3666
601,29.233,9.3581
602,29.302,9.3566
603,29.364,9.3614
604,29.436,9.3673
605,29.504,9.3625
606,29.554,9.3639
607,29.638,9.3579
608,29.685,9.3607
609,29.75,9.3564
610,29.803,9.3574
611,29.825,9.3574
612,29.878,9.3552
613,29.922,9.3511
614,29.953,9.3463
615,29.981,9.3436
616,29.987,9.3513
617,29.978,9.3489
618,30.012,9.3546
619,30.006,9.3545
620,29.999,9.354
621,30.002,9.3486
622,30.024,9.3498
623,30.04,9.3503
624,30.037,9.3563
625,30.009,9.3557
626,30.002,9.3583
627,30.031,9.3521
628,30.024,9.3577
629,30.049,9.3561
630,30.043,9.3488
631,30.046,9.3477
632,30.055,9.3422
633,30.049,9.3502
634,30.037,9.3561
635,30.046,9.3553
636,30.059,9.3576
637,30.065,9.3444
638,30.09,9.3304
639,30.096,9.3372
640,30.099,9.338
641,30.112,9.3506
642,30.096,9.3561
643,30.105,9.3454
644,30.105,9.3417
645,30.112,9.3486
646,30.115,9.343
647,30.127,9.3433
648,30.14,9.342
649,30.152,9.3441
650,30.164,9.3394
651,30.155,9.3417
652,30.14,9.3437
653,30.168,9.3437
654,30.155,9.3484
655,30.155,9.3458
656,30.155,9.3309
657,30.168,9.3371
658,30.158,9.3311
659,30.189,9.3393
660,30.177,9.3361
661,30.171,9.3442
662,30.177,9.3429
663,30.171,9.3479
664,30.177,9.3368
665,30.196,9.3362
666,30.189,9.3273
667,30.205,9.3279
668,30.208,9.3283
669,30.224,9.3258
670,30.227,9.3351
671,30.217,9.3411
672,30.227,9.3369
673,30.261,9.3299
674,30.242,9.3307
675,30.261,9.329
676,30.239,9.3355
677,30.239,9.3425
678,30.258,9.3353
679,30.27,9.3358
680,30.264,9.3266
681,30.273,9.3135
682,30.289,9.3151
683,30.298,9.3278
684,30.311,9.3274
685,30.32,9.3261
686,30.311,9.3265
687,30.302,9.329
688,30.317,9.3333
689,30.295,9.3355
690,30.286,9.3351
691,30.308,9.3244
692,30.323,9.3194
693,30.323,9.3199
694,30.323,9.3218
695,30.345,9.3181
696,30.336,9.3305
697,30.336,9.3235
698,30.345,9.3196
699,30.348,9.3182
700,30.361,9.3218
701,30.379,9.3111
702,30.361,9.3236
703,30.345,9.3215
704,30.361,9.3192
705,30.351,9.3238
706,30.351,9.3222
707,30.373,9.3062
708,30.417,9.3053
709,30.392,9.3156
710,30.411,9.3097
711,30.411,9.3136
712,30.401,9.3177
713,30.414,9.3176
714,30.432,9.3241
715,30.414,9.3202
716,30.435,9.3081
717,30.432,9.3113
718,30.435,9.3158
719,30.439,9.3155
720,30.451,9.3159
721,30.463,9.3082
722,30.457,9.3049
723,30.479,9.3053
724,30.479,9.3051
725,30.463,9.3165
726,30.46,9.32
727,30.467,9.3116
728,30.46,9.3019
729,30.495,9.2961
730,30.51,9.2918
731,30.501,9.3101
732,30.47,9.3118
733,30.507,9.3062
734,30.526,9.294
735,30.516,9.2991
736,30.523,9.2859
737,30.538,9.2992
738,30.529,9.3041
739,30.541,9.3073
740,30.52,9.3089
741,30.513,9.3069
742,30.538,9.2931
743,30.563,9.3009
744,30.551,9.2993
745,30.557,9.2969
746,30.554,9.2921
747,30.582,9.2944
748,30.563,9.3008
749,30.597,9.2971
750,30.591,9.2896
751,30.601,9.2901
752,30.591,9.2905
753,30.597,9.2937
754,30.601,9.2932
755,30.601,9.3003
756,30.607,9.3021
757,30.616,9.3006
758,30.594,9.2957
759,30.604,9.2929
760,30.622,9.2938
761,30.601,9.2924
762,30.638,9.2859
763,30.644,9.2865
764,30.65,9.2854
765,30.672,9.2798
766,30.635,9.2865
767,30.635,9.2834
768,30.644,9.291
769,30.666,9.2874
770,30.675,9.2765
771,30.682,9.2699
772,30.685,9.2783
773,30.672,9.2879
774,30.672,9.2965
775,30.669,9.2846
776,30.691,9.2707
777,30.722,9.261
778,30.725,9.2731
779,30.719,9.2785
780,30.722,9.2803
781,30.703,9.2873
782,30.7,9.2827
783,30.703,9.2815
784,30.731,9.2818
785,30.744,9.2764
786,30.747,9.2823
787,30.734,9.2747
788,30.756,9.2664
789,30.75,9.2735
790,30.766,9.2732
791,30.766,9.2699
792,30.772,9.272
793,30.778,9.2605
794,30.791,9.269
795,30.781,9.2666
796,30.775,9.2695
797,30.781,9.2683
798,30.8,9.2698
799,30.8,9.2698
800,30.815,9.2658
801,30.806,9.2595
802,30.791,9.2587
803,30.828,9.2591
804,30.815,9.2709
805,30.815,9.2667
