,V,I
0,-0.861109,9.051082
1,-0.853929,9.05053
2,-0.855416,9.049548
3,-0.855807,9.048735
4,-0.853418,9.047892
5,-0.853034,9.047454
6,-0.847633,9.047247
7,-0.848104,9.046899
8,-0.847392,9.046457
9,-0.843962,9.045747
10,-0.842386,9.045455
11,-0.839091,9.04499
12,-0.837667,9.044084
13,-0.837955,9.043482
14,-0.833341,9.043118
15,-0.832077,9.043144
16,-0.829852,9.042561
17,-0.824764,9.041758
18,-0.826162,9.041437
19,-0.822169,9.041228
20,-0.818786,9.041642
21,-0.814036,9.041391
22,-0.811907,9.040998
23,-0.812806,9.042195
24,-0.80551,9.041461
25,-0.801719,9.0415
26,-0.802931,9.040417
27,-0.797531,9.040122
28,-0.795642,9.039579
29,-0.789233,9.038612
30,-0.787027,9.03774
31,-0.789141,9.036585
32,-0.783801,9.036344
33,-0.778978,9.035051
34,-0.774173,9.034826
35,-0.773183,9.034261
36,-0.77189,9.034344
37,-0.765466,9.033971
38,-0.759369,9.033707
39,-0.758635,9.033218
40,-0.756553,9.032884
41,-0.749725,9.032919
42,-0.742482,9.032881
43,-0.738652,9.032104
44,-0.740268,9.031968
45,-0.734673,9.030568
46,-0.730519,9.030182
47,-0.724783,9.029793
48,-0.723354,9.028615
49,-0.721311,9.028497
50,-0.716631,9.027985
51,-0.711089,9.028216
52,-0.704809,9.028286
53,-0.70148,9.028035
54,-0.695807,9.028204
55,-0.691556,9.027889
56,-0.683321,9.028337
57,-0.681735,9.027563
58,-0.676875,9.027376
59,-0.672268,9.026472
60,-0.666824,9.026382
61,-0.663209,9.0256
62,-0.656815,9.024681
63,-0.655196,9.024069
64,-0.646513,9.023716
65,-0.641714,9.023984
66,-0.635501,9.023452
67,-0.629869,9.022631
68,-0.625378,9.023084
69,-0.612804,9.022921
70,-0.609214,9.022787
71,-0.604811,9.021793
72,-0.600203,9.021583
73,-0.593231,9.021276
74,-0.586352,9.020312
75,-0.582451,9.019877
76,-0.574948,9.019061
77,-0.570478,9.018408
78,-0.560454,9.018209
79,-0.554485,9.018029
80,-0.549173,9.017848
81,-0.543627,9.017642
82,-0.532324,9.017538
83,-0.52343,9.017061
84,-0.521314,9.016274
85,-0.513251,9.015452
86,-0.505236,9.014987
87,-0.49681,9.014809
88,-0.48785,9.014553
89,-0.482426,9.014003
90,-0.473917,9.013028
91,-0.465334,9.013154
92,-0.457669,9.013046
93,-0.448104,9.012885
94,-0.444522,9.011615
95,-0.432121,9.011481
96,-0.424648,9.011091
97,-0.415332,9.010813
98,-0.409797,9.009779
99,-0.399357,9.009592
100,-0.391829,9.009388
101,-0.381058,9.009702
102,-0.371765,9.009867
103,-0.361969,9.009444
104,-0.355519,9.010382
105,-0.34365,9.010843
106,-0.333085,9.010292
107,-0.325597,9.010059
108,-0.315367,9.009694
109,-0.303545,9.009803
110,-0.293868,9.009044
111,-0.282023,9.008478
112,-0.274526,9.008243
113,-0.262973,9.007477
114,-0.251199,9.006445
115,-0.239939,9.006547
116,-0.231965,9.006197
117,-0.221594,9.006413
118,-0.209731,9.006505
119,-0.196294,9.006674
120,-0.187651,9.005919
121,-0.178429,9.00535
122,-0.162916,9.005342
123,-0.148067,9.005692
124,-0.136775,9.00549
125,-0.126348,9.004764
126,-0.112583,9.004902
127,-0.099073,9.004099
128,-0.085898,9.004951
129,-0.073002,9.003571
130,-0.061359,9.003315
131,-0.050021,9.003207
132,-0.033003,9.003057
133,-0.020978,9.003148
134,-0.006102,9.001921
135,0.0101168,9.001645
136,0.0235505,9.001433
137,0.0393612,9.000807
138,0.0569986,9.00083
139,0.0725295,9.000576
140,0.0871558,9.000749
141,0.1020235,9.000135
142,0.1166232,8.999853
143,0.1340628,8.999296
144,0.1484277,8.999106
145,0.1636122,8.999326
146,0.1844662,8.998891
147,0.1971927,8.99855
148,0.2172114,8.998134
149,0.2320834,8.998338
150,0.2541374,8.99821
151,0.2717597,8.997693
152,0.2863086,8.997625
153,0.3052169,8.996545
154,0.3244471,8.997007
155,0.3464316,8.996389
156,0.3648556,8.995622
157,0.3803716,8.994747
158,0.4011184,8.994268
159,0.4216645,8.994286
160,0.44243,8.993301
161,0.4629924,8.992589
162,0.4788415,8.991817
163,0.5033646,8.992059
164,0.526996,8.991822
165,0.5445513,8.991147
166,0.5641062,8.990523
167,0.5865351,8.990312
168,0.6090466,8.99006
169,0.6337577,8.99039
170,0.6535792,8.990283
171,0.6747922,8.990338
172,0.7003373,8.990704
173,0.7233599,8.9911
174,0.7500166,8.991207
175,0.770407,8.990549
176,0.7959617,8.990527
177,0.8227471,8.989897
178,0.8441627,8.989697
179,0.8698729,8.988668
180,0.8939046,8.988047
181,0.921585,8.987894
182,0.9460709,8.987123
183,0.9727084,8.986595
184,0.9981883,8.985548
185,1.02363,8.985293
186,1.05032,8.9849
187,1.080394,8.984535
188,1.10481,8.984036
189,1.132403,8.983809
190,1.159842,8.983784
191,1.189641,8.983995
192,1.217931,8.983315
193,1.248458,8.98298
194,1.27392,8.983002
195,1.306631,8.98194
196,1.337687,8.981832
197,1.363882,8.980478
198,1.391756,8.979277
199,1.421216,8.97866
200,1.456918,8.978797
201,1.485514,8.977744
202,1.51218,8.977261
203,1.543994,8.977452
204,1.582547,8.977943
205,1.616534,8.978221
206,1.643136,8.977728
207,1.677011,8.977659
208,1.713608,8.977129
209,1.748974,8.977076
210,1.779754,8.976798
211,1.812534,8.9757
212,1.844822,8.975429
213,1.881409,8.975123
214,1.917994,8.975252
215,1.949713,8.974684
216,1.987672,8.973404
217,2.022945,8.97375
218,2.059222,8.973338
219,2.094941,8.972775
220,2.131023,8.972826
221,2.169353,8.971589
222,2.206731,8.97195
223,2.244459,8.970789
224,2.284457,8.970761
225,2.321112,8.969829
226,2.35837,8.969661
227,2.400519,8.969339
228,2.438394,8.968441
229,2.474772,8.967852
230,2.514602,8.967365
231,2.55699,8.967683
232,2.598205,8.967221
233,2.636222,8.96753
234,2.677811,8.967313
235,2.722297,8.968018
236,2.764518,8.967994
237,2.807217,8.967383
238,2.845601,8.966881
239,2.888608,8.96717
240,2.940471,8.967344
241,2.980382,8.967033
242,3.022443,8.965748
243,3.064398,8.965343
244,3.113031,8.964557
245,3.161587,8.964319
246,3.204017,8.963882
247,3.248386,8.963026
248,3.294662,8.962904
249,3.343685,8.962232
250,3.389732,8.961976
251,3.436375,8.961587
252,3.481184,8.960872
253,3.534179,8.96111
254,3.579675,8.96134
255,3.628639,8.961324
256,3.676568,8.96009
257,3.726739,8.961099
258,3.780339,8.961003
259,3.830491,8.961383
260,3.879391,8.96086
261,3.93335,8.960452
262,3.983244,8.960314
263,4.038162,8.959786
264,4.088737,8.958921
265,4.141917,8.957849
266,4.196825,8.957148
267,4.245299,8.956862
268,4.303677,8.956486
269,4.356041,8.955803
270,4.412759,8.95535
271,4.468545,8.955065
272,4.524477,8.955579
273,4.581654,8.954703
274,4.636601,8.954207
275,4.697049,8.954603
276,4.754064,8.954347
277,4.815338,8.9533
278,4.868377,8.952191
279,4.92681,8.951243
280,4.984303,8.951214
281,5.043839,8.951111
282,5.103288,8.950308
283,5.158884,8.95014
284,5.221497,8.950459
285,5.286327,8.950859
286,5.348324,8.951198
287,5.406676,8.950747
288,5.467887,8.950887
289,5.533075,8.950482
290,5.598186,8.94989
291,5.657767,8.948868
292,5.721,8.948149
293,5.785048,8.946921
294,5.851596,8.946724
295,5.913807,8.945568
296,5.978071,8.945375
297,6.042608,8.944331
298,6.110404,8.944622
299,6.17477,8.944834
300,6.240292,8.944188
301,6.307887,8.944489
302,6.375023,8.944274
303,6.444114,8.944795
304,6.511392,8.945154
305,6.58017,8.943884
306,6.651011,8.94337
307,6.71631,8.942654
308,6.787892,8.942119
309,6.855328,8.940878
310,6.925832,8.939502
311,6.992567,8.939434
312,7.065208,8.939308
313,7.137046,8.938155
314,7.205885,8.937428
315,7.27445,8.937382
316,7.348269,8.937823
317,7.419719,8.937159
318,7.492492,8.936933
319,7.563394,8.936132
320,7.631597,8.936049
321,7.705316,8.935495
322,7.779525,8.934976
323,7.848618,8.934347
324,7.917098,8.933585
325,7.992777,8.934286
326,8.070211,8.933065
327,8.140659,8.932991
328,8.20896,8.931998
329,8.284733,8.931342
330,8.358171,8.93077
331,8.433772,8.929918
332,8.505519,8.929461
333,8.574948,8.928607
334,8.650647,8.928837
335,8.725321,8.929081
336,8.797666,8.928535
337,8.869467,8.927642
338,8.943306,8.92714
339,9.018893,8.926763
340,9.091928,8.925291
341,9.16114,8.923866
342,9.233887,8.92269
343,9.309325,8.921865
344,9.37844,8.92145
345,9.456614,8.920166
346,9.522466,8.919312
347,9.595867,8.919084
348,9.664816,8.919144
349,9.736737,8.919286
350,9.806087,8.918132
351,9.874977,8.918455
352,9.947417,8.918179
353,10.01868,8.918095
354,10.0878,8.917787
355,10.15746,8.917405
356,10.22769,8.917812
357,10.30168,8.917176
358,10.37086,8.91648
359,10.43615,8.916012
360,10.50485,8.915585
361,10.57543,8.915612
362,10.64808,8.915509
363,10.71647,8.914504
364,10.78167,8.914042
365,10.85092,8.914309
366,10.92532,8.914361
367,10.99479,8.914682
368,11.05968,8.914612
369,11.13107,8.913768
370,11.19944,8.913855
371,11.27325,8.913647
372,11.33833,8.91333
373,11.40776,8.91231
374,11.47642,8.91133
375,11.54665,8.910923
376,11.61769,8.910436
377,11.68119,8.910296
378,11.75202,8.909658
379,11.81953,8.90968
380,11.89243,8.910133
381,11.95666,8.909937
382,12.02633,8.909522
383,12.0945,8.909591
384,12.16679,8.91011
385,12.23633,8.910579
386,12.30581,8.910917
387,12.37769,8.910419
388,12.44892,8.911098
389,12.52016,8.911085
390,12.59122,8.910651
391,12.65899,8.909538
392,12.73306,8.909109
393,12.80395,8.908759
394,12.87326,8.90764
395,12.94377,8.906867
396,13.01266,8.906302
397,13.08733,8.907221
398,13.16209,8.907237
399,13.23445,8.907446
400,13.30682,8.907282
401,13.37949,8.907617
402,13.45584,8.907702
403,13.53044,8.907253
404,13.60197,8.906726
405,13.67387,8.905414
406,13.74975,8.905234
407,13.82616,8.905169
408,13.89903,8.903953
409,13.96857,8.903998
410,14.04742,8.904206
411,14.12843,8.904998
412,14.20473,8.906084
413,14.28354,8.905906
414,14.3603,8.906032
415,14.44231,8.905973
416,14.52283,8.906335
417,14.60124,8.905829
418,14.67594,8.903933
419,14.75604,8.903539
420,14.8362,8.903056
421,14.91705,8.903232
422,14.99442,8.901721
423,15.07515,8.9015
424,15.15994,8.901425
425,15.23942,8.901869
426,15.32184,8.90167
427,15.40552,8.901211
428,15.48874,8.901987
429,15.57288,8.901803
430,15.65742,8.902065
431,15.74078,8.900575
432,15.82429,8.900458
433,15.9098,8.901327
434,15.99873,8.901084
435,16.08238,8.900632
436,16.16791,8.899997
437,16.25684,8.8999
438,16.34414,8.900404
439,16.43478,8.899388
440,16.51962,8.899304
441,16.60619,8.898289
442,16.69596,8.898402
443,16.78841,8.898748
444,16.87716,8.897877
445,16.96356,8.897426
446,17.05276,8.897444
447,17.14798,8.897832
448,17.24359,8.897472
449,17.32706,8.896862
450,17.42181,8.896693
451,17.51187,8.896969
452,17.60766,8.897154
453,17.701,8.896114
454,17.79143,8.895887
455,17.88556,8.895328
456,17.98312,8.896424
457,18.07891,8.896334
458,18.17265,8.895734
459,18.26444,8.894611
460,18.36356,8.894332
461,18.45945,8.8941
462,18.55455,8.893117
463,18.64751,8.892448
464,18.74287,8.892894
465,18.84391,8.892807
466,18.94019,8.892021
467,19.03552,8.891146
468,19.1314,8.890354
469,19.22928,8.890469
470,19.32657,8.889932
471,19.42172,8.888923
472,19.51566,8.887877
473,19.6114,8.887861
474,19.71371,8.888439
475,19.80509,8.888168
476,19.90309,8.887939
477,19.99752,8.888041
478,20.09659,8.888797
479,20.19773,8.888687
480,20.2931,8.887735
481,20.38812,8.886472
482,20.48468,8.885962
483,20.58412,8.88588
484,20.68261,8.884931
485,20.77661,8.883642
486,20.86733,8.882695
487,20.96393,8.881933
488,21.058,8.881263
489,21.15269,8.879963
490,21.23662,8.878341
491,21.32799,8.877789
492,21.41997,8.876176
493,21.50916,8.875878
494,21.59246,8.874319
495,21.67691,8.87351
496,21.76246,8.873035
497,21.85059,8.872178
498,21.92997,8.87224
499,22.0077,8.871303
500,22.08908,8.870469
501,22.16842,8.870227
502,22.24622,8.869493
503,22.31925,8.869246
504,22.39275,8.868018
505,22.46706,8.867537
506,22.53716,8.867246
507,22.60825,8.866816
508,22.67619,8.866303
509,22.74632,8.866343
510,22.80982,8.865931
511,22.8781,8.86553
512,22.93898,8.86498
513,23.00221,8.864277
514,23.06364,8.864734
515,23.12717,8.865061
516,23.18767,8.864188
517,23.24129,8.863832
518,23.29929,8.863707
519,23.35843,8.864406
520,23.41719,8.863689
521,23.47111,8.863195
522,23.5224,8.863296
523,23.57686,8.862676
524,23.63225,8.863299
525,23.68143,8.862056
526,23.73003,8.861519
527,23.77876,8.860973
528,23.8296,8.860256
529,23.87882,8.859919
530,23.91789,8.859222
531,23.96237,8.85895
532,24.01123,8.858985
533,24.05454,8.858521
534,24.09811,8.85843
535,24.13821,8.858778
536,24.18051,8.858836
537,24.22599,8.859214
538,24.26634,8.859982
539,24.30823,8.859893
540,24.34832,8.859409
541,24.38943,8.859845
542,24.43439,8.859815
543,24.46658,8.859518
544,24.5101,8.858845
545,24.54729,8.858339
546,24.58856,8.858093
547,24.62631,8.857603
548,24.66236,8.857699
549,24.70157,8.856932
550,24.74059,8.857473
551,24.77838,8.857925
552,24.81863,8.857964
553,24.85525,8.857958
554,24.89297,8.857603
555,24.93299,8.857782
556,24.9686,8.857171
557,25.00233,8.856118
558,25.03802,8.85495
559,25.07406,8.854913
560,25.11083,8.854662
561,25.14553,8.854341
562,25.17959,8.854001
563,25.21471,8.85398
564,25.24923,8.854678
565,25.28907,8.855434
566,25.32334,8.855431
567,25.35652,8.855613
568,25.39817,8.855947
569,25.43433,8.855811
570,25.47329,8.855338
571,25.50399,8.854527
572,25.54221,8.854443
573,25.57925,8.853786
574,25.615,8.852895
575,25.65018,8.852475
576,25.68322,8.851468
577,25.72018,8.851421
578,25.75441,8.851447
579,25.79323,8.851985
580,25.82395,8.852363
581,25.86457,8.852212
582,25.9024,8.853131
583,25.93936,8.853349
584,25.97425,8.853203
585,26.01252,8.853405
586,26.05156,8.852653
587,26.08881,8.853057
588,26.12596,8.852714
589,26.16415,8.851946
590,26.20392,8.851272
591,26.23987,8.850851
592,26.27785,8.850882
593,26.31493,8.849989
594,26.35555,8.850131
595,26.39455,8.850027
596,26.43392,8.850614
597,26.47285,8.849714
598,26.51043,8.849719
599,26.54859,8.849673
600,26.58937,8.849664
601,26.62844,8.849338
602,26.66694,8.848264
603,26.70639,8.848287
604,26.74412,8.848312
605,26.78735,8.847821
606,26.82643,8.847448
607,26.86501,8.846603
608,26.9041,8.847188
609,26.94415,8.846476
610,26.9856,8.846103
611,27.02168,8.846148
612,27.0598,8.845732
613,27.09835,8.845587
614,27.14036,8.845254
615,27.17762,8.845117
616,27.21774,8.845283
617,27.2565,8.844741
618,27.29942,8.844643
619,27.338,8.844022
620,27.37702,8.844345
621,27.41837,8.843092
622,27.45586,8.843058
623,27.49669,8.843042
624,27.53413,8.842643
625,27.56936,8.842082
626,27.60952,8.841506
627,27.64544,8.841705
628,27.68413,8.841281
629,27.72298,8.841783
630,27.76307,8.841838
631,27.80449,8.84226
632,27.83951,8.842916
633,27.882,8.842587
634,27.92156,8.842011
635,27.95821,8.841719
636,28.00036,8.841301
637,28.04011,8.840744
638,28.0781,8.83952
639,28.11383,8.838745
640,28.15196,8.838797
641,28.18932,8.837514
642,28.22639,8.836222
643,28.26048,8.836329
644,28.29594,8.836658
645,28.33339,8.836905
646,28.36921,8.837121
647,28.41034,8.837254
648,28.43846,8.837358
649,28.4808,8.837597
650,28.51769,8.83729
651,28.55551,8.837354
652,28.58707,8.836598
653,28.62413,8.837019
654,28.66318,8.836035
655,28.69764,8.835708
656,28.73067,8.834849
657,28.76493,8.834167
658,28.79711,8.833695
659,28.83354,8.833405
660,28.8665,8.832968
661,28.8992,8.833041
662,28.93033,8.83221
663,28.965,8.832744
664,28.99957,8.833182
665,29.02978,8.832549
666,29.06409,8.832809
667,29.09664,8.83244
668,29.12791,8.832148
669,29.15759,8.831254
670,29.18596,8.830138
671,29.21807,8.829471
672,29.24424,8.82865
673,29.27594,8.828482
674,29.3001,8.827937
675,29.32791,8.827318
676,29.35664,8.827178
677,29.38227,8.826665
678,29.4068,8.82587
679,29.42962,8.825368
680,29.45222,8.825337
681,29.47446,8.825007
682,29.49511,8.823983
683,29.51341,8.823138
684,29.53371,8.822287
685,29.54852,8.821774
