,V,I
0,-0.24296,9.5118
1,-0.22739,9.5059
2,-0.22427,9.5073
3,-0.21804,9.5088
4,-0.20558,9.5077
5,-0.19624,9.5059
6,-0.17443,9.5015
7,-0.17132,9.495
8,-0.15574,9.5043
9,-0.14328,9.5008
10,-0.1246,9.4999
11,-0.11837,9.5017
12,-0.1246,9.4985
13,-0.10591,9.5074
14,-0.11525,9.5044
15,-0.077872,9.5087
16,-0.062298,9.5048
17,-0.040493,9.4993
18,-0.037379,9.4942
19,-0.015574,9.4807
20,-0.024919,9.4962
21,-0.0093446,9.5068
22,0.015574,9.5174
23,0.018689,9.5049
24,0.096561,9.4915
25,0.074757,9.4982
26,0.10902,9.4952
27,0.13082,9.5002
28,0.13705,9.4995
29,0.15886,9.501
30,0.20558,9.4973
31,0.2305,9.4881
32,0.2305,9.4915
33,0.28034,9.4967
34,0.29591,9.5008
35,0.32706,9.4964
36,0.36444,9.5016
37,0.37379,9.5075
38,0.40493,9.4996
39,0.46412,9.4938
40,0.48281,9.4928
41,0.50772,9.4886
42,0.53887,9.4842
43,0.57937,9.4867
44,0.61675,9.498
45,0.65101,9.4944
46,0.71331,9.5092
47,0.71954,9.5024
48,0.76003,9.5001
49,0.80987,9.4983
50,0.85036,9.4926
51,0.8784,9.491
52,0.94069,9.4861
53,0.99988,9.5007
54,1.0248,9.4968
55,1.0777,9.4917
56,1.1245,9.4881
57,1.1992,9.494
58,1.2335,9.5009
59,1.2958,9.4995
60,1.3332,9.503
61,1.3955,9.4941
62,1.4733,9.4874
63,1.5138,9.4872
64,1.5855,9.4842
65,1.6353,9.4931
66,1.6976,9.4949
67,1.7661,9.4866
68,1.8409,9.4933
69,1.8534,9.5009
70,1.9281,9.4937
71,2.0153,9.4904
72,2.0652,9.4888
73,2.1368,9.4933
74,2.2209,9.4946
75,2.2894,9.4949
76,2.3673,9.4855
77,2.4576,9.4889
78,2.5199,9.4917
79,2.604,9.48
80,2.7037,9.4866
81,2.7722,9.4953
82,2.847,9.4888
83,2.9436,9.4808
84,3.0183,9.4913
85,3.118,9.4883
86,3.1959,9.4943
87,3.2924,9.4917
88,3.3578,9.4876
89,3.4451,9.4853
90,3.5478,9.48
91,3.6257,9.486
92,3.7129,9.487
93,3.8095,9.4863
94,3.9341,9.4896
95,4.0213,9.4846
96,4.1148,9.4841
97,4.1989,9.4902
98,4.2736,9.4885
99,4.3857,9.4901
100,4.4854,9.4871
101,4.5695,9.485
102,4.6754,9.4816
103,4.7782,9.4726
104,4.881,9.4851
105,4.9869,9.4755
106,5.0959,9.4808
107,5.1676,9.483
108,5.2704,9.4861
109,5.3514,9.4968
110,5.4448,9.4924
111,5.5694,9.4816
112,5.6753,9.4669
113,5.7719,9.477
114,5.8747,9.4804
115,5.9837,9.4736
116,6.0553,9.4865
117,6.1706,9.4877
118,6.2702,9.4874
119,6.3512,9.4797
120,6.4603,9.47
121,6.5444,9.4822
